movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
House of Gucci,2021,11,14230307.0,53809574,3.78,75000000.0,R,3477,United Artists Releasing
Old,2021,7,16854730.0,48276510,2.86,18000000.0,PG-13,3379,Universal Pictures
Tom & Jerry,2021,2,14110313.0,46536687,3.3,79000000.0,PG,2563,Warner Bros
The Forever Purge,2021,7,12488300.0,44539245,3.57,18000000.0,R,3058,Universal Pictures
Peter Rabbit 2: The Runaway,2021,6,10103507.0,40501717,4.01,45000000.0,PG,3346,Sony Pictures Releasing
PAW Patrol: The Movie,2021,8,13144332.0,40127371,3.05,26000000.0,G,3189,Paramount Pictures
Hitman's Wife's Bodyguard,2021,6,11392024.0,38014727,3.34,70000000.0,R,3361,Lionsgate
Mortal Kombat,2021,4,23302503.0,42326031,1.82,55000000.0,R,3114,Warner Bros
Don't Breathe 2,2021,8,10621784.0,32712950,3.08,15000000.0,R,3005,Screen Gems
In the Heights,2021,6,11504710.0,29975167,2.61,55000000.0,PG-13,3509,Warner Bros
Snake Eyes,2021,7,13353580.0,28264325,2.12,88000000.0,PG-13,3540,Paramount Pictures
West Side Story,2021,12,10574618.0,38530322,3.64,100000000.0,PG-13,2820,20th Century Studios
The Matrix Resurrections,2021,12,12000000.0,37686805,3.14,190000000.0,R,3552,Warner Bros
Wrath of Man,2021,5,8302470.0,27466489,3.31,40000000.0,R,3007,United Artists Releasing
Nobody,2021,3,6820100.0,27568035,4.04,16000000.0,R,2567,Universal Pictures
The Croods: A New Age,2021,11,9724370.0,58568815,6.02,65000000.0,PG,2211,Universal Pictures
Escape Room: Tournament of Champions,2021,7,8800000.0,25314753,2.88,15000000.0,PG-13,2815,Sony Pictures Releasing
Respect,2021,8,8808124.0,24278399,2.76,55000000.0,PG-13,3207,Metro-Goldwyn-Mayer (MGM)
Wonder Woman 1984,2021,12,16701597.0,46801036,2.8,200000000.0,PG-13,2218,Warner Bros
Spiral,2021,5,8750039.0,23216862,2.65,20000000.0,R,2991,Lionsgate
Ron's Gone Wrong,2021,10,7300000.0,23009270,3.15,60000000.0,PG,3560,20th Century Studios
Spirit Untamed,2021,6,6101310.0,17716215,2.9,30000000.0,PG,3394,Universal Pictures
The Green Knight,2021,7,6730123.0,17173321,2.55,15000000.0,R,2798,A24
Resident Evil: Welcome to Raccoon City,2021,11,5302285.0,17000612,3.21,25000000.0,R,2803,Screen Gems
The King's Man,2021,12,5915487.0,37176373,6.28,100000000.0,R,3180,20th Century Studios
The French Dispatch,2021,10,1300000.0,16124375,12.4,25000000.0,R,1225,Searchlight Pictures
The Marksman,2021,1,3104204.0,15566093,5.01,23000000.0,PG-13,2018,Open Road Films (II)
The Unholy,2021,4,3150000.0,15532137,4.93,10000000.0,PG-13,2057,Screen Gems
The Little Things,2021,1,4700000.0,15342746,3.26,30000000.0,R,2206,Warner Bros
Dear Evan Hansen,2021,9,7440342.0,15002646,2.02,28000000.0,PG-13,3364,Universal Pictures
King Richard,2021,11,5400000.0,15129285,2.8,50000000.0,PG-13,3302,Warner Bros
Stillwater,2021,7,5124332.0,14465535,2.82,20000000.0,R,2611,Focus Features
Christmas with the Chosen: The Messengers,2021,12,4200000.0,13728000,3.27,2000000.0,PG,1700,Fathom Events
Malignant,2021,9,5425310.0,13391791,2.47,40000000.0,R,3501,Warner Bros
Chaos Walking,2021,3,3750000.0,13287908,3.54,100000000.0,PG-13,2132,Lionsgate
My Hero Academia: World Heroes' Mission,2021,10,6403286.0,12271658,1.92,10000000.0,PG-13,1585,FUNimation Entertainment
American Underdog,2021,12,5862100.0,26514814,4.52,25000000.0,PG,2813,Lionsgate
The Last Duel,2021,10,4752330.0,10853945,2.28,100000000.0,R,3065,20th Century Studios
Antlers,2021,10,4270000.0,10619670,2.49,30000000.0,R,2800,Searchlight Pictures
Cry Macho,2021,9,4400000.0,10310734,2.34,33000000.0,PG-13,4022,Warner Bros
Monster Hunter,2021,12,2201269.0,15162470,6.89,60000000.0,PG-13,1817,Screen Gems
Last Night in Soho,2021,10,4164302.0,10127625,2.43,43000000.0,R,3016,Focus Features
News of the World,2021,12,2253310.0,12668325,5.62,38000000.0,PG-13,1986,Universal Pictures
The Many Saints of Newark,2021,10,4652300.0,8237403,1.77,50000000.0,R,3181,Warner Bros
The Prot̩g̩,2021,8,,7446823,,,,2577,Lionsgate
The Night House,2021,8,2865000.0,7100581,2.48,12000000.0,R,2240,Searchlight Pictures
Spencer,2021,11,2100000.0,7086632,3.37,18000000.0,R,1265,Neon
Belfast,2021,11,1800000.0,9250870,5.14,25000000.0,PG-13,1255,Focus Features
Nightmare Alley,2021,12,2811703.0,11338107,4.03,60000000.0,R,2145,Searchlight Pictures
Those Who Wish Me Dead,2021,5,2800000.0,7407200,2.65,20000000.0,R,3379,Warner Bros
The Courier,2021,3,1885000.0,6613432,3.51,20000000.0,PG-13,1641,Roadside Attractions
Judas and the Black Messiah,2021,2,2000000.0,5478009,2.74,26000000.0,R,1906,Warner Bros
Licorice Pizza,2021,11,336000.0,17318007,51.54,40000000.0,R,1977,United Artists Releasing
Promising Young Woman,2021,12,719638.0,6460965,8.98,5000000.0,R,1448,Focus Features
Roadrunner: A Film About Anthony Bourdain,2021,7,1900000.0,5354970,2.82,5000000.0,R,954,Focus Features
Copshop,2021,9,2300000.0,5213243,2.27,6000000.0,R,3005,Open Road Films (II)
Zola,2021,6,1200000.0,4844399,4.04,5000000.0,R,1468,A24
Separation,2021,4,1800000.0,4509143,2.51,5000000.0,R,1911,Open Road Films (II)
Boogie,2021,3,1200000.0,4178620,3.48,5000000.0,R,1272,Focus Features
Fatale,2021,12,918112.0,6306897,6.87,10000000.0,R,1222,Lionsgate
A Journal for Jordan,2021,12,2200000.0,6545174,2.98,25000000.0,PG-13,2500,Sony Pictures Releasing
Reminiscence,2021,8,1952300.0,3900193,2.0,68000000.0,PG-13,3265,Warner Bros
12 Mighty Orphans,2021,6,250000.0,3689637,14.76,5000000.0,PG-13,1047,Sony Pictures Releasing
Sooryavanshi,2021,11,1340000.0,3547776,2.65,20000000.0,NR,491,Reliance Entertainment
Pig,2021,7,970000.0,3186668,3.29,4000000.0,R,588,Neon
The Girl Who Believes in Miracles,2021,4,526000.0,3163362,6.01,3000000.0,PG,1012,Atlas Distribution Company
Voyagers,2021,4,1350000.0,3149935,2.33,29000000.0,PG-13,1996,Lionsgate
Minari,2021,2,175000.0,3110580,17.77,2000000.0,PG-13,912,A24
'83,2021,12,600000.0,4055660,6.76,30000000.0,NR,486,Reliance Entertainment
Dream Horse,2021,5,850000.0,2913328,3.43,15000000.0,PG,1284,Bleecker Street Media
The House Next Door: Meet the Blacks 2,2021,6,1000000.0,2893660,2.89,5000000.0,R,539,Hidden Empire Film Group (HEFG)
Here Today,2021,5,900000.0,2807494,3.12,10000000.0,PG-13,1230,Stage 6 Films
Finding You,2021,5,950000.0,2753985,2.9,5000000.0,PG,1447,Roadside Attractions
Lamb,2021,10,1000000.0,2676410,2.68,1000000.0,R,865,A24
