movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Midnight in Paris,2011,5,598006,56817045,95.01,17000000,PG-13,1038,Sony Pictures Classics
Friends with Benefits,2011,7,18622150,55802754,3.0,35000000,R,2926,Screen Gems
I Am Number Four,2011,2,19449893,55100437,2.83,60000000,PG-13,3156,Walt Disney Studios Motion Pictures
Source Code,2011,4,14812094,54712227,3.69,32000000,PG-13,2971,Summit Entertainment
The Fighter,2011,12,300010,93617009,312.05,25000000,R,2534,Paramount Pictures
Tron: Legacy,2011,12,44026211,172062763,3.91,170000000,PG,3451,Walt Disney Studios Motion Pictures
Insidious,2011,4,13271464,54009150,4.07,1500000,PG-13,2419,FilmDistrict
Madea's Big Happy Family,2011,4,25068677,53345287,2.13,25000000,PG-13,2288,Lionsgate
Diary of a Wimpy Kid: Rodrick Rules,2011,3,23751102,52698535,2.22,21000000,PG,3169,Twentieth Century Fox
Footloose,2011,10,15556132,51802742,3.33,24000000,PG-13,3555,Paramount Pictures
The Girl with the Dragon Tattoo,2011,12,12752041,102515793,8.04,90000000,R,2950,Sony Pictures Releasing
Hugo,2011,11,11364505,73864507,6.5,150000000,PG,2608,Paramount Pictures
The Dilemma,2011,1,17788505,48475290,2.73,70000000,PG-13,2943,Universal Pictures
Arthur Christmas,2011,11,12117126,46462469,3.83,100000000,PG,3376,Sony Pictures Releasing
Hall Pass,2011,2,13535374,45060734,3.33,36000000,R,2950,Warner Bros
New Year's Eve,2011,12,13019180,54544638,4.19,56000000,PG-13,3505,Warner Bros
Soul Surfer,2011,4,10601052,43853424,4.14,18000000,PG,2240,TriStar Pictures
The Adventures of Tintin,2011,12,9720993,77591831,7.98,135000000,PG,3087,Paramount Pictures
Yogi Bear,2011,12,16411322,100246011,6.11,80000000,PG,3515,Warner Bros
Final Destination 5,2011,8,18031396,42587643,2.36,40000000,R,3155,Warner Bros
The Ides of March,2011,10,10470103,40962534,3.91,12500000,R,2199,Sony Pictures Releasing
Hanna,2011,4,12370084,40259119,3.25,30000000,PG-13,2545,Focus Features
Tangled,2011,11,48767052,200821936,4.12,260000000,PG,3603,Walt Disney Studios Motion Pictures
Something Borrowed,2011,5,13945368,39046489,2.8,35000000,PG-13,2904,Warner Bros
Spy Kids 4: All the Time in the World,2011,8,11591140,38538188,3.32,27000000,PG,3305,Dimension Films
The Descendants,2011,11,1150090,82584160,71.81,20000000,R,2038,Fox Searchlight Pictures
Scream 4,2011,4,18692090,38180928,2.04,40000000,R,3314,Dimension Films
"Big Mommas: Like Father, Like Son",2011,2,16300803,37915414,2.33,32000000,PG-13,2821,Twentieth Century Fox
Red Riding Hood,2011,3,14005335,37662162,2.69,42000000,PG-13,3030,Warner Bros
Paul,2011,3,13043310,37412945,2.87,40000000,R,2806,Universal Pictures
The Roommate,2011,2,14952403,37300000,2.49,16000000,PG-13,2534,Screen Gems
We Bought a Zoo,2011,12,9360434,75624550,8.08,50000000,PG,3170,Twentieth Century Fox
Jumping the Broom,2011,5,15212995,37295394,2.45,6600000,PG-13,2035,TriStar Pictures
The Change-Up,2011,8,13531115,37081475,2.74,52000000,R,2913,Universal Pictures
30 Minutes or Less,2011,8,13330118,37053924,2.78,28000000,R,2888,Sony Pictures Releasing
In Time,2011,10,12050368,37520095,3.11,40000000,PG-13,3127,Twentieth Century Fox
Colombiana,2011,8,10405815,36665854,3.52,40000000,PG-13,2614,TriStar Pictures
J. Edgar,2011,11,9203390,37306030,4.05,35000000,R,1985,Warner Bros
Sucker Punch,2011,3,19058199,36392502,1.91,82000000,PG-13,3033,Warner Bros
War Horse,2011,12,7515402,79884879,10.63,66000000,PG-13,2856,Walt Disney Studios Motion Pictures
Larry Crowne,2011,7,13123855,35608245,2.71,30000000,PG-13,2976,Universal Pictures
50/50,2011,9,8644095,35014192,4.05,8000000,R,2479,Summit Entertainment
A Very Harold & Kumar Christmas,2011,11,12954142,35061031,2.71,19000000,R,2875,Warner Bros
Drive,2011,9,11340461,35061555,3.09,15000000,R,2904,FilmDistrict
