movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Alice Through the Looking Glass,2016,5,26858726,77041381,2.87,170000000,PG,3763,Walt Disney Studios Motion Pictures
Pete's Dragon,2016,8,21514210,76233151,3.54,65000000,PG,3702,Walt Disney Studios Motion Pictures
The Girl on the Train,2016,10,24535265,75395035,3.07,45000000,R,3241,Universal Pictures
Boo! A Madea Halloween,2016,10,28501448,73206343,2.57,20000000,PG-13,2299,Lionsgate
Storks,2016,9,21311407,72679278,3.41,70000000,PG,3922,Warner Bros
10 Cloverfield Lane,2016,3,24702752,72082998,2.92,15000000,PG-13,3427,Paramount Pictures
Lights Out,2016,7,21688103,67268835,3.1,4900000,PG-13,2835,Warner Bros
The Divergent Series: Allegiant,2016,3,29040486,66184051,2.28,110000000,PG-13,3740,Lionsgate
Now You See Me 2,2016,6,22383146,65075540,2.91,90000000,PG-13,3232,Lionsgate
Hacksaw Ridge,2016,11,15190703,67209615,4.42,40000000,R,2971,Lionsgate
Ice Age: Collision Course,2016,7,21373064,64063008,3.0,105000000,PG,3997,Twentieth Century Fox
The Boss,2016,4,23586645,63285885,2.68,29000000,R,3495,Universal Pictures
London Has Fallen,2016,3,21635601,62524260,2.89,60000000,R,3492,Focus Features
Miracles from Heaven,2016,3,14812393,61705123,4.17,13000000,PG,3155,TriStar Pictures
Deepwater Horizon,2016,9,20223544,61433527,3.04,110000000,PG-13,3403,Lionsgate
My Big Fat Greek Wedding 2,2016,3,17861950,59689605,3.34,18000000,PG-13,3179,Universal Pictures
Jack Reacher: Never Go Back,2016,10,22872249,58697076,2.57,60000000,PG-13,3780,Paramount Pictures
Me Before You,2016,6,18721834,56245075,3.0,20000000,PG-13,2762,Warner Bros
The BFG,2016,7,18775350,55483770,2.96,140000000,PG,3392,Walt Disney Studios Motion Pictures
Neighbors 2: Sorority Rising,2016,5,21760405,55455765,2.55,35000000,R,3416,Universal Pictures
Passengers,2016,12,14851136,100014699,6.73,110000000,PG-13,3478,Sony Pictures Releasing
The Shallows,2016,6,16805831,55124043,3.28,17000000,PG-13,2962,Sony Pictures Releasing
Barbershop: The Next Cut,2016,4,20242415,54030051,2.67,20000000,PG-13,2676,Warner Bros
13 Hours,2016,1,16193402,52853219,3.26,50000000,R,2917,Paramount Pictures
Office Christmas Party,2016,12,16890204,54767494,3.24,45000000,R,3210,Paramount Pictures
The Huntsman: Winter's War,2016,4,19445345,48390190,2.49,115000000,PG-13,3802,Universal Pictures
Kubo and the Two Strings,2016,8,12608451,48023088,3.81,60000000,PG,3279,Focus Features
Warcraft,2016,6,24166110,47365290,1.96,160000000,PG-13,3406,Universal Pictures
How to Be Single,2016,2,17878911,46843513,2.62,38000000,R,3357,Warner Bros
The Big Short,2016,12,705527,70259870,99.58,28000000,R,2529,Paramount Pictures
Mike and Dave Need Wedding Dates,2016,7,16628170,46009673,2.77,33000000,R,3008,Twentieth Century Fox
War Dogs,2016,8,14685305,43034523,2.93,40000000,R,3258,Warner Bros
Almost Christmas,2016,11,15133935,42158780,2.79,17000000,PG-13,2379,Universal Pictures
Money Monster,2016,5,14788210,41012075,2.77,27000000,R,3104,TriStar Pictures
The Hateful Eight,2016,12,15706638,54117416,3.45,44000000,R,2938,The Weinstein Company
Allied,2016,11,12701538,40098064,3.16,85000000,R,3160,Paramount Pictures
Nerve,2016,7,9442896,38583626,4.09,19000000,PG-13,2538,Lionsgate
Sisters,2016,12,13922855,87044645,6.25,30000000,R,2978,Universal Pictures
Risen,2016,2,11801271,36880033,3.13,20000000,PG-13,2915,Sony Pictures Releasing
Assassin's Creed,2016,12,10278250,54647948,5.32,125000000,PG-13,2996,Twentieth Century Fox
The Nice Guys,2016,5,11203270,36261763,3.24,50000000,R,2865,Warner Bros
The Boy,2016,1,10775510,35819556,3.32,10000000,PG-13,2671,STX Entertainment
Dirty Grandpa,2016,1,11111264,35593113,3.2,25000000,R,2912,Lionsgate
Ouija: Origin of Evil,2016,10,14065120,35144505,2.5,9000000,PG-13,3168,Universal Pictures
The 5th Wave,2016,1,10326356,34916787,3.38,38000000,PG-13,2908,Sony Pictures Releasing
Inferno,2016,10,14860425,34343574,2.31,75000000,PG-13,3576,Sony Pictures Releasing
Mother's Day,2016,4,8367717,32492859,3.88,25000000,PG-13,3291,Open Road Films (II)
Gods of Egypt,2016,2,14123903,31153464,2.21,140000000,PG-13,3117,Lionsgate
La La Land,2016,12,881104,151101803,171.49,30000000,PG-13,3236,Lionsgate
Why Him?,2016,12,11003144,60323786,5.48,38000000,R,3008,Twentieth Century Fox
"Hail, Caesar!",2016,2,11355225,30498085,2.69,22000000,PG-13,2248,Universal Pictures
Alvin and the Chipmunks: The Road Chip,2016,12,14287159,85886987,6.01,90000000,PG,3705,Twentieth Century Fox
When the Bough Breaks,2016,9,14202323,29747603,2.09,10000000,PG-13,2246,Screen Gems
Zoolander 2,2016,2,13841146,28848693,2.08,50000000,PG-13,3418,Paramount Pictures
Joy,2016,12,17012314,56451232,3.32,60000000,PG-13,2924,Twentieth Century Fox
The Finest Hours,2016,1,10288534,27569558,2.68,70000000,PG,3143,Walt Disney Studios Motion Pictures
Florence Foster Jenkins,2016,8,6601313,27383770,4.15,29000000,PG-13,1528,Paramount Pictures
Manchester by the Sea,2016,11,256498,47695371,185.95,9000000,R,1213,Roadside Attractions
Hell or High Water,2016,8,621329,27007844,43.47,12000000,R,1505,Lionsgate
The Forest,2016,1,12741176,26594261,2.09,10000000,PG-13,2509,Focus Features
Ben-Hur,2016,8,11203815,26410477,2.36,100000000,PG-13,3084,Paramount Pictures
Fences,2016,12,127946,57682904,450.84,24000000,PG-13,2368,Paramount Pictures
