movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
DC League of Super-Pets,2022,7,23003179.0,93657117,4.07,90000000.0,PG,4332,Warner Bros
Where the Crawdads Sing,2022,7,17253227.0,90230760,5.23,24000000.0,PG-13,3650,Sony Pictures Releasing
The Black Phone,2022,6,23633220.0,90123230,3.81,18000000.0,R,3156,Universal Pictures
Sing 2,2022,12,22326230.0,162790990,7.29,85000000.0,PG,3892,Universal Pictures
Scream,2022,1,30015855.0,81641405,2.72,24000000.0,R,3666,Paramount Pictures
Morbius,2022,4,39010242.0,73865530,1.89,75000000.0,PG-13,4268,Columbia Pictures
Everything Everywhere All at Once,2022,3,501105.0,77191785,154.04,14300000.0,R,2220,A24
Ticket to Paradise,2022,10,16507855.0,68275985,4.14,60000000.0,PG-13,4066,Universal Pictures
The Woman King,2022,9,19051442.0,67328130,3.53,50000000.0,PG-13,3765,TriStar Pictures
Halloween Ends,2022,10,40050355.0,64079860,1.6,33000000.0,R,3901,Universal Pictures
Dog,2022,2,14888847.0,61778069,4.15,15000000.0,PG-13,3827,United Artists Releasing
Jackass Forever,2022,2,23154388.0,57743451,2.49,10000000.0,R,3653,Paramount Pictures
Puss in Boots: The Last Wish,2022,12,12426584.0,186090535,14.98,90000000.0,PG,4121,Universal Pictures
Violent Night,2022,12,13450240.0,50057405,3.72,20000000.0,R,3723,Universal Pictures
"Lyle, Lyle, Crocodile",2022,10,11400245.0,46888441,4.11,50000000.0,PG,4350,Sony Pictures Releasing
Death on the Nile,2022,2,12891123.0,45630104,3.54,90000000.0,PG-13,3420,20th Century Studios
Don't Worry Darling,2022,9,19353000.0,45309403,2.34,35000000.0,R,4121,Warner Bros
Downton Abbey: A New Era,2022,5,15840000.0,44141550,2.79,40000000.0,PG,3830,Focus Features
Barbarian,2022,9,10543948.0,40842944,3.87,4500000.0,R,2890,20th Century Studios
Dragon Ball Super: Super Hero,2022,8,20123556.0,38112140,1.89,30000000.0,PG-13,3018,Crunchyroll
Strange World,2022,11,11900000.0,37968963,3.19,180000000.0,PG,4174,Walt Disney Studios Motion Pictures
The Menu,2022,11,9004957.0,38501125,4.28,30000000.0,R,3228,Searchlight Pictures
Jujutsu Kaisen 0,2022,3,14819000.0,34542754,2.33,20000000.0,PG-13,2418,Crunchyroll
The Northman,2022,4,12290000.0,34233110,2.79,70000000.0,R,3284,Focus Features
The Bob's Burgers Movie,2022,5,12445000.0,31933830,2.57,38000000.0,PG-13,3425,20th Century Studios
Beast,2022,8,11570000.0,31846530,2.75,36000000.0,R,3754,Universal Pictures
The Invitation,2022,8,6805468.0,25100080,3.69,10000000.0,PG-13,3117,Sony Pictures Releasing
Avatar,2022,9,10529576.0,24714024,2.35,237000000.0,PG-13,2040,Walt Disney Pictures
Ambulance,2022,4,8699000.0,22781115,2.62,40000000.0,R,3412,Universal Pictures
Marry Me,2022,2,7952000.0,22438180,2.82,23000000.0,PG-13,3643,Universal Pictures
The King's Man,2022,12,5915487.0,37176373,6.28,100000000.0,R,3180,20th Century Studios
Father Stu,2022,4,5353000.0,20884796,3.9,30000000.0,R,2705,Sony Pictures Releasing
The Unbearable Weight of Massive Talent,2022,4,7131000.0,20300157,2.85,30000000.0,R,3036,Lionsgate
Devotion,2022,11,5941000.0,20511938,3.45,90000000.0,PG-13,3458,Columbia Pictures
Prey for the Devil,2022,10,7026000.0,19802293,2.82,,PG-13,2980,Lionsgate
Moonfall,2022,2,9868000.0,19060660,1.93,140000000.0,PG-13,3446,Lionsgate
Paws of Fury: The Legend of Hank,2022,7,6324000.0,17811382,2.82,45000000.0,PG,3481,Paramount Pictures
Amsterdam,2022,10,6441000.0,14947969,2.32,8000000.0,R,3005,20th Century Studios
The Chosen Season 3: Episode 1 & 2,2022,11,8771000.0,14612089,1.67,,PG,2021,Fathom Events
The 355,2022,1,4621000.0,14570455,3.15,40000000.0,PG-13,3145,Universal Pictures
American Underdog,2022,12,5862100.0,26514814,4.52,25000000.0,PG,2813,Lionsgate
Glass Onion,2022,11,13285000.0,13280000,1.0,40000000.0,PG-13,696,Netflix
Whitney Houston: I Wanna Dance with Somebody,2022,12,4765000.0,23708080,4.98,45000000.0,PG-13,3625,TriStar Pictures
Easter Sunday,2022,8,5447000.0,13013690,2.39,17000000.0,PG-13,3176,Universal Pictures
One Piece Film: Red,2022,11,9321000.0,12775324,1.37,10000000.0,PG-13,2367,Crunchyroll
Licorice Pizza,2022,11,336000.0,17318007,51.54,40000000.0,R,1977,United Artists Releasing
The Fabelmans,2022,11,161000.0,17348945,107.76,40000000.0,PG-13,1962,Universal Pictures
X,2022,3,4275000.0,11769469,2.75,1000000.0,R,2920,A24
Bros,2022,9,4853000.0,11628165,2.4,22000000.0,R,3356,Universal Pictures
Bodies Bodies Bodies,2022,8,226000.0,11446602,50.65,3000000.0,R,2541,A24
RRR,2022,3,9500000.0,14500000,1.53,72000000.0,NR,1200,Sarigama Cinemas
Terrifier 2,2022,10,403000.0,10640105,26.4,250000.0,NR,1550,Cinedigm Entertainment Group
Mrs. Harris Goes to Paris,2022,7,1903000.0,10433915,5.48,13000000.0,PG,1001,Focus Features
West Side Story,2022,12,10574000.0,38530322,3.64,100000000.0,PG-13,2820,20th Century Studios
Firestarter,2022,5,3828000.0,9739250,2.54,12000000.0,R,3413,Universal Pictures
Blacklight,2022,2,3503000.0,9591094,2.74,43000000.0,PG-13,2772,Briarcliff Entertainment
See How They Run,2022,9,3000000.0,9586237,3.2,20000000.0,PG-13,2502,Walt Disney Studios Motion Pictures
The Matrix Resurrections,2022,12,12000000.0,37686805,3.14,190000000.0,R,3552,Warner Bros
Pearl,2022,9,3124000.0,9423445,3.02,1000000.0,R,2982,A24
Spider-Man: No Way Home,2022,9,260138569.0,9321593,0.04,200000000.0,PG-13,3935,Sony Pictures Releasing
Spider-Man: No Way Home,2022,9,5400000.0,9321593,1.73,200000000.0,PG-13,3935,Sony Pictures Releasing
Redeeming Love,2022,1,3534000.0,9214020,2.61,30000000.0,PG-13,1963,Universal Pictures
Babylon,2022,12,3603000.0,15658225,4.35,80000000.0,R,3351,Paramount Pictures
The Banshees of Inisherin,2022,10,184000.0,10582266,57.51,15000000.0,R,1205,Searchlight Pictures
Till,2022,10,144000.0,9000202,62.5,20000000.0,PG-13,2136,United Artists Releasing
Three Thousand Years of Longing,2022,8,2876000.0,8286741,2.88,60000000.0,R,2436,United Artists Releasing
Brahmastra Part One: Shiva,2022,9,4400000.0,7839108,1.78,50000000.0,NR,810,Walt Disney Studios Motion Pictures
Bones and All,2022,11,120000.0,7834907,65.29,16000000.0,R,2727,United Artists Releasing
Memory,2022,4,3113000.0,7329043,2.35,8000000.0,R,2555,Open Road Films (II)
Fall,2022,8,2502000.0,7240521,2.89,3000000.0,PG-13,1548,Lionsgate
Men,2022,5,3293000.0,7587853,2.3,15000000.0,R,2212,A24
Ghostbusters: Afterlife,2022,11,44008000.0,129360575,2.94,75000000.0,PG-13,4315,Sony Pictures Releasing
BTS Permission to Dance on Stage - Seoul: Live Viewing,2022,3,6840000.0,6840000,1.0,,NR,803,Trafalgar Releasing
Marcel the Shell with Shoes On,2022,6,169000.0,6333702,37.48,4000000.0,PG,821,A24
She Said,2022,11,2217000.0,5825995,2.63,32000000.0,R,2023,Universal Pictures
TÃ¡r,2022,10,,6773650,,,,1090,Focus Features
I Heard the Bells,2022,12,1970000.0,5644104,2.87,,NR,1204,Fathom Events
Encanto,2022,11,27206000.0,96093622,3.53,120000000.0,PG,3980,Walt Disney Studios Motion Pictures
Orphan: First Kill,2022,8,1675000.0,5413227,3.23,,R,557,Paramount Pictures
House of Gucci,2022,11,14230000.0,53809574,3.78,75000000.0,R,3477,United Artists Releasing
The Whale,2022,12,360000.0,17463630,48.51,3000000.0,R,1721,A24
