movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Beverly Hills Chihuahua,2008,10,29300465.0,94514402,3.23,20000000.0,PG,3239,Walt Disney Studios Motion Pictures
The Bucket List,2008,12,40541.0,93466502,2305.48,45000000.0,PG-13,2915,Warner Bros
High School Musical 3: Senior Year,2008,10,42030184.0,90559416,2.15,11000000.0,G,3626,Walt Disney Studios Motion Pictures
Pineapple Express,2008,8,23245025.0,87341380,3.76,27000000.0,R,3072,Sony Pictures Releasing
National Treasure: Book of Secrets,2008,12,44783840.0,219964115,4.91,130000000.0,PG,3832,Walt Disney Studios Motion Pictures
21,2008,3,24105943.0,81159365,3.37,35000000.0,PG-13,2952,Sony Pictures Releasing
What Happens in Vegas,2008,5,20172474.0,80277646,3.98,35000000.0,PG-13,3255,Twentieth Century Fox
Jumper,2008,2,27354808.0,80172128,2.93,85000000.0,PG-13,3430,Twentieth Century Fox
Cloverfield,2008,1,40058269.0,80048433,2.0,25000000.0,PG-13,3411,Paramount Pictures
27 Dresses,2008,1,23028242.0,76808654,3.34,30000000.0,PG-13,3074,Twentieth Century Fox
Hellboy II: The Golden Army,2008,7,34539115.0,75986503,2.2,85000000.0,PG-13,3212,Universal Pictures
Marley & Me,2008,12,36357586.0,143153751,3.94,60000000.0,PG,3505,Twentieth Century Fox
Vantage Point,2008,2,22874757.0,72266306,3.16,40000000.0,PG-13,3163,Sony Pictures Releasing
The Spiderwick Chronicles,2008,2,19083962.0,71195053,3.73,90000000.0,PG,3847,Paramount Pictures
Alvin and the Chipmunks,2008,12,44307417.0,217326974,4.9,60000000.0,PG,3499,Twentieth Century Fox
Fool's Gold,2008,2,21589295.0,70231041,3.25,70000000.0,PG-13,3125,Warner Bros
The Day the Earth Stood Still,2008,12,30480153.0,79366978,2.6,80000000.0,PG-13,3560,Twentieth Century Fox
Role Models,2008,11,19167085.0,67294270,3.51,28000000.0,R,2798,Universal Pictures
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,2,31117134.0,65281781,2.1,7000000.0,G,687,Walt Disney Studios Motion Pictures
The Happening,2008,6,30517109.0,64506874,2.11,48000000.0,R,2986,Twentieth Century Fox
Forgetting Sarah Marshall,2008,4,17725330.0,63172463,3.56,30000000.0,R,2872,Universal Pictures
Baby Mama,2008,4,17407110.0,60494212,3.48,30000000.0,PG-13,2627,Universal Pictures
Burn After Reading,2008,9,19128003.0,60355347,3.16,37000000.0,R,2657,Focus Features
Yes Man,2008,12,18262471.0,97690976,5.35,70000000.0,PG-13,3434,Warner Bros
Step Up 2 the Streets,2008,2,18908826.0,58017783,3.07,23000000.0,PG-13,2528,Walt Disney Studios Motion Pictures
I Am Legend,2008,12,77211321.0,256393010,3.32,150000000.0,PG-13,3648,Warner Bros
Saw V,2008,10,30053954.0,56746769,1.89,10800000.0,R,3084,Lionsgate
Bedtime Stories,2008,12,27450251.0,110101975,4.01,80000000.0,PG,3684,Walt Disney Studios Motion Pictures
The Curious Case of Benjamin Button,2008,12,26853816.0,127509326,4.75,150000000.0,PG-13,2988,Paramount Pictures
The Strangers,2008,5,20997173.0,52597610,2.5,9000000.0,R,2477,Rogue Pictures
The Forbidden Kingdom,2008,4,21401121.0,52075270,2.43,55000000.0,PG-13,3151,Lionsgate
The House Bunny,2008,8,14530636.0,48237389,3.32,25000000.0,PG-13,2763,Sony Pictures Releasing
Nim's Island,2008,4,13213163.0,48006762,3.63,37000000.0,PG,3518,Twentieth Century Fox
Made of Honor,2008,5,14757135.0,46012734,3.12,40000000.0,PG-13,2816,Sony Pictures Releasing
Seven Pounds,2008,12,14851135.0,69951824,4.71,55000000.0,PG-13,2758,Sony Pictures Releasing
College Road Trip,2008,3,13601286.0,45610425,3.35,25000000.0,G,2706,Walt Disney Studios Motion Pictures
Australia,2008,11,14802115.0,49554002,3.35,130000000.0,PG-13,2721,Twentieth Century Fox
The Sisterhood of the Traveling Pants 2,2008,8,10678430.0,44089964,4.13,27000000.0,PG-13,2714,Warner Bros
Speed Racer,2008,5,18561337.0,43945766,2.37,120000000.0,PG,3606,Warner Bros
Prom Night,2008,4,20804941.0,43869350,2.11,20000000.0,PG-13,2821,Screen Gems
Rambo,2008,1,18203876.0,42754105,2.35,50000000.0,R,2764,Lionsgate
"Welcome Home, Roscoe Jenkins",2008,2,16207473.0,42436517,2.62,35000000.0,PG-13,2387,Universal Pictures
Meet the Browns,2008,3,20082849.0,41975388,2.09,20000000.0,PG-13,2016,Lionsgate
Nights in Rodanthe,2008,9,13418454.0,41850659,3.12,60000000.0,PG-13,2704,Warner Bros
Valkyrie,2008,12,21021204.0,83077833,3.95,75000000.0,PG-13,2838,United Artists
Max Payne,2008,10,17639849.0,40689393,2.31,35000000.0,PG-13,3381,Twentieth Century Fox
Righteous Kill,2008,9,16288361.0,40081410,2.46,60000000.0,R,3152,Overture Films
There Will Be Blood,2008,12,158452.0,40222514,253.85,25000000.0,R,1620,Paramount Vantage
Lakeview Terrace,2008,9,15004672.0,39263506,2.62,20000000.0,PG-13,2574,Screen Gems
Body of Lies,2008,10,12884416.0,39394666,3.06,70000000.0,R,2714,Warner Bros
Atonement,2008,12,784145.0,50927067,64.95,30000000.0,R,1400,Focus Features
Meet the Spartans,2008,1,18505530.0,38233676,2.07,30000000.0,PG-13,2643,Twentieth Century Fox
Harold & Kumar Escape from Guantanamo Bay,2008,4,14908404.0,38108728,2.56,12000000.0,R,2545,Warner Bros
First Sunday,2008,1,17714821.0,37931869,2.14,20000000.0,PG-13,2213,Screen Gems
The Secret Life of Bees,2008,10,10527799.0,37770162,3.59,15000000.0,PG-13,1630,Fox Searchlight Pictures
The Family That Preys,2008,9,17316677.0,37105289,2.14,10000000.0,PG-13,2070,Lionsgate
Death Race,2008,8,12621475.0,36316032,2.88,45000000.0,R,2586,Universal Pictures
Changeling,2008,10,481707.0,35739802,74.19,55000000.0,R,1896,Universal Pictures
Star Wars: The Clone Wars,2008,8,14611273.0,35161554,2.41,8500000.0,PG,3452,Warner Bros
The Tale of Despereaux,2008,12,10107230.0,50877145,5.03,60000000.0,G,3107,Universal Pictures
Semi-Pro,2008,2,15075114.0,33479698,2.22,33000000.0,R,3121,New Line Cinema
Fireproof,2008,9,6836031.0,33456317,4.89,500000.0,PG,905,The Samuel Goldwyn Company
Drillbit Taylor,2008,3,10216969.0,32862104,3.22,40000000.0,PG-13,3061,Paramount Pictures
No Country for Old Men,2008,11,1226147.0,74283625,60.58,25000000.0,R,2037,Miramax
"Definitely, Maybe",2008,2,9764270.0,32241649,3.3,30000000.0,PG-13,2220,Universal Pictures
The Love Guru,2008,6,13906230.0,32235793,2.32,62000000.0,PG-13,3012,Paramount Pictures
Quarantine,2008,10,14211321.0,31691811,2.23,12000000.0,R,2463,Screen Gems
Transporter 3,2008,11,12063452.0,31715062,2.63,30000000.0,PG-13,2626,Lionsgate
Nick and Norah's Infinite Playlist,2008,10,11301415.0,31487293,2.79,10000000.0,PG-13,2421,Sony Pictures Releasing
The Eye,2008,2,12425456.0,31418697,2.53,12000000.0,PG-13,2470,Lionsgate
Leatherheads,2008,4,12682655.0,31373938,2.47,58000000.0,PG-13,2798,Universal Pictures
Zack and Miri Make a Porno,2008,10,10068547.0,31457946,3.12,24000000.0,R,2735,The Weinstein Company
Mirrors,2008,8,11161035.0,30691439,2.75,35000000.0,R,2664,Twentieth Century Fox
Space Chimps,2008,7,7181374.0,30105968,4.19,37000000.0,G,2538,Twentieth Century Fox
