movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Words on Bathroom Walls,2020,8.0,419010,2542518,6.07,9300000,PG-13,1395,Roadside Attractions
Star Wars: Episode V - The Empire Strikes Back,2020,7.0,611000,2482000,4.06,18000000,PG,2097,Walt Disney Studios Motion Pictures
Fatale,2020,12.0,918112,6306897,6.87,10000000,R,1222,Lionsgate
The Nightmare Before Christmas,2020,10.0,1323010,2286000,1.73,18000000,PG,2194,Walt Disney Studios Motion Pictures
Ip Man 4: The Finale,2020,12.0,1058220,3956031,3.74,52000000,PG-13,125,Well Go USA Entertainment
Half Brothers,2020,12.0,701211,2241980,3.2,13000000,PG-13,1386,Focus Features
Elf,2020,11.0,490000,2182679,4.45,33000000,PG,850,New Line Cinema
The Personal History of David Copperfield,2020,8.0,464124,1876298,4.04,15000000,PG,1550,Searchlight Pictures
The Wretched,2020,5.0,65000,1814193,27.91,100000,R,101,IFC Films
The Lodge,2020,2.0,76241,2138907,28.05,5000000,R,395,Neon
Joker,2020,10.0,96202337,335451311,3.49,55000000,R,4374,Warner Bros
The Rental,2020,7.0,420000,1637548,3.9,3500000,R,250,IFC Films
Once Upon a Time... in Hollywood,2020,7.0,41082018,142502728,3.47,90000000,R,3659,Sony Pictures Releasing
Jurassic Park,2020,6.0,517000,1386600,2.68,63000000,PG-13,316,Universal Pictures
2 Hearts,2020,10.0,530415,1349286,2.54,15000000,PG-13,1683,Freestyle Releasing
Promising Young Woman,2020,12.0,719638,6460965,8.98,5000000,R,1448,Focus Features
True to the Game 2,2020,11.0,288000,1200871,4.17,3000000,R,281,Faith Media Distribution
Peninsula,2020,8.0,118000,1231407,10.44,16000000,R,151,Well Go USA Entertainment
The Assistant,2020,1.0,85000,1100313,12.94,1300000,R,25,Bleecker Street Media
Love and Monsters,2020,10.0,255000,1070714,4.2,30000000,PG-13,387,Paramount Pictures
Relic,2020,7.0,192350,1047083,5.44,5000000,R,133,IFC Films
The Tax Collector,2020,8.0,317325,1044212,3.29,30000000,R,138,RLJ Entertainment
The Last Shift,2020,9.0,235000,1034467,4.4,3000000,R,886,Stage 6 Films
Becky,2020,6.0,205000,1004574,4.9,3000000,R,54,Quiver Distribution
The Song of Names,2020,12.0,35000,1077584,30.79,15000000,PG-13,182,Sony Pictures Classics
All My Life,2020,12.0,351225,913935,2.6,25000000,PG-13,970,Universal Pictures
Mafia Inc,2020,2.0,50000,889863,17.8,6000000,R,85,Entertainment One
National Lampoon's Christmas Vacation,2020,11.0,100000,871000,8.71,25000000,PG-13,620,Warner Bros
Jay and Silent Bob Reboot,2020,10.0,20000,4589490,229.47,10000000,R,788,Saban Films
A Hidden Life,2020,12.0,50000,1730597,34.61,20000000,PG-13,151,Fox Searchlight Pictures
Cut Throat City,2020,8.0,150000,855894,5.71,10000000,R,389,Well Go USA Entertainment
The Goonies,2020,7.0,300000,825000,2.75,19000000,PG,457,Warner Bros
Sarileru Neekevvaru,2020,1.0,530000,821000,1.55,10000000,NR,300,Great India Films
Vanguard,2020,11.0,400000,793525,1.98,80000000,PG-13,1375,Gravitas Ventures
21 Bridges,2020,11.0,9294396,28539757,3.07,33000000,R,2665,STX Entertainment
