movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Fred Claus,2007,11,18515473,72006777,3.89,100000000,PG,3603,Warner Bros
Dreamgirls,2007,12,378950,103365956,272.77,80000000,PG-13,2797,DreamWorks
The Pursuit of Happyness,2007,12,26541709,163566459,6.16,55000000,PG-13,3169,Sony Pictures Releasing
Saw IV,2007,10,31756764,63300095,1.99,10000000,R,3183,Lionsgate
Stomp the Yard,2007,1,13383357,61356221,4.58,13000000,PG-13,2169,Screen Gems
The Golden Compass,2007,12,25783232,70107728,2.72,180000000,PG-13,3528,New Line Cinema
Surf's Up,2007,6,17640249,58867694,3.34,100000000,PG,3531,Sony Pictures Releasing
Halloween,2007,8,26362367,58272029,2.21,15000000,R,3475,Metro-Goldwyn-Mayer (MGM)
Why Did I Get Married?,2007,10,21353789,55204525,2.59,15000000,PG-13,2034,Lionsgate
TMNT,2007,3,24255205,54149098,2.23,34000000,PG,3120,Warner Bros
3:10 to Yuma,2007,9,14035033,53606916,3.82,55000000,R,3006,Lionsgate
Resident Evil: Extinction,2007,9,23678580,50648679,2.14,45000000,R,2848,Screen Gems
Music and Lyrics,2007,2,13623630,50572589,3.71,40000000,PG-13,2955,Warner Bros
Are We Done Yet?,2007,4,14251500,49662533,3.48,28000000,PG,2944,Revolution Studios
This Christmas,2007,11,17954541,49121934,2.74,13000000,PG-13,1921,Screen Gems
Premonition,2007,3,17558689,47852604,2.73,20000000,PG-13,2831,Sony Pictures Releasing
The Kingdom,2007,9,17135055,47536778,2.77,70000000,R,2836,Universal Pictures
Shooter,2007,3,14522877,47003582,3.24,61000000,R,2806,Paramount Pictures
Dan in Real Life,2007,10,11809445,47642963,4.03,25000000,PG-13,1941,Walt Disney Studios Motion Pictures
License to Wed,2007,7,10422258,43799818,4.2,35000000,PG-13,2715,Warner Bros
Underdog,2007,8,11585121,43760605,3.78,25000000,PG,3013,Walt Disney Studios Motion Pictures
No Reservations,2007,7,11704357,43107979,3.68,28000000,PG,2425,Warner Bros
Because I Said So,2007,2,13122000,42674040,3.25,39000000,PG-13,2529,Universal Pictures
No Country for Old Men,2007,11,1226147,74283625,60.58,25000000,R,2037,Miramax
Epic Movie,2007,1,18612544,39739367,2.14,20000000,PG-13,2840,Twentieth Century Fox
30 Days of Night,2007,10,15951902,39569000,2.48,30000000,R,2859,Sony Pictures Releasing
Hitman,2007,11,13184692,39687694,3.01,24000000,R,2468,Twentieth Century Fox
Michael Clayton,2007,10,100135,49033882,489.68,25000000,R,2585,Warner Bros
Fracture,2007,4,11014657,39015018,3.54,10000000,R,2443,New Line Cinema
Charlie Wilson's War,2007,12,9647635,66661095,6.91,75000000,R,2594,Universal Pictures
Stardust,2007,8,9169779,38634938,4.21,70000000,PG-13,2565,Paramount Pictures
Pan's Labyrinth,2007,12,612427,37634615,61.45,19000000,R,1143,Picturehouse
The Brave One,2007,9,13471356,36793804,2.73,70000000,R,2837,Warner Bros
The Heartbreak Kid,2007,10,14022105,36787257,2.62,60000000,R,3233,DreamWorks
Freedom Writers,2007,1,9405582,36605602,3.89,21000000,PG-13,2286,Paramount Pictures
Smokin' Aces,2007,1,14638755,35787686,2.44,17000000,R,2219,Universal Pictures
The Messengers,2007,2,14713500,35374833,2.4,16000000,PG-13,2529,Screen Gems
The Number 23,2007,2,14602867,35193167,2.41,30000000,R,2759,New Line Cinema
Good Luck Chuck,2007,9,13654237,35017297,2.56,25000000,R,2612,Lionsgate
Children of Men,2007,12,162984,35552383,218.13,76000000,R,1524,Universal Pictures
Breach,2007,2,10504992,33231264,3.16,23000000,PG-13,1505,Universal Pictures
Zodiac,2007,3,13395610,33080084,2.47,65000000,R,2379,Paramount Pictures
Balls of Fury,2007,8,11352123,32886940,2.9,25000000,PG-13,3081,Rogue Pictures
Mr. Bean's Holiday,2007,8,9889780,33302167,3.37,25000000,G,1778,Universal Pictures
Daddy's Little Girls,2007,2,11210130,31366978,2.8,10000000,PG-13,2111,Lionsgate
Mr. Magorium's Wonder Emporium,2007,11,9569456,32061555,3.35,40000000,G,3168,Twentieth Century Fox
August Rush,2007,11,9421369,31664162,3.36,30000000,PG,2310,Warner Bros
Charlotte's Web,2007,12,11457353,82985708,7.24,85000000,G,3745,Paramount Pictures
28 Weeks Later,2007,5,9115162,28638916,3.14,15000000,R,2305,Fox Atomic
We Own the Night,2007,10,10825310,28563179,2.64,21000000,R,2402,Sony Pictures Releasing
Mr. Brooks,2007,6,10017067,28549298,2.85,20000000,R,2453,Metro-Goldwyn-Mayer (MGM)
Sweeney Todd: The Demon Barber of Fleet Street,2007,12,9303354,52898073,5.69,50000000,R,1507,DreamWorks
The Queen,2007,9,122014,56441711,462.58,15000000,PG-13,1850,Miramax
Aliens vs. Predator: Requiem,2007,12,9515615,41797066,4.39,40000000,R,2617,Twentieth Century Fox
Juno,2007,12,413669,143495265,346.88,7500000,PG-13,2534,Fox Searchlight Pictures
Hannibal Rising,2007,2,13051650,27670986,2.12,50000000,R,3003,Metro-Goldwyn-Mayer (MGM)
The Nanny Diaries,2007,8,7453000,25930652,3.48,20000000,PG-13,2636,Metro-Goldwyn-Mayer (MGM)
Mr. Woodcock,2007,9,8766155,25799486,2.94,22000000,PG-13,2237,New Line Cinema
Nancy Drew,2007,6,6832318,25612520,3.75,20000000,PG,2612,Warner Bros
The Mist,2007,11,8931932,25594957,2.87,18000000,R,2423,Metro-Goldwyn-Mayer (MGM)
P.S. I Love You,2007,12,6481221,53695808,8.28,30000000,PG-13,2471,Warner Bros
The Reaping,2007,4,10025203,25126214,2.51,40000000,R,2603,Warner Bros
Grindhouse,2007,4,11591410,25037897,2.16,67000000,R,2629,Dimension Films
The Good Shepherd,2007,12,10033960,59952835,5.97,85000000,R,2250,Universal Pictures
Sicko,2007,6,188812,24540079,129.97,9000000,PG-13,1117,Lionsgate
