movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Trap,2024,8,15447100.0,42777281,2.77,30000000.0,PG-13,3181,Warner Bros
The Best Christmas Pageant Ever,2024,11,10721400.0,40048808,3.74,10000000.0,PG,3020,Lionsgate
Speak No Evil,2024,9,11352400.0,36931420,3.25,15000000.0,R,3375,Universal Pictures
The Strangers: Chapter 1,2024,5,11832400.0,35202562,2.98,8500000.0,R,2856,Lionsgate
Coraline,2024,8,9625315.0,33626425,3.49,60000000.0,PG,1564,Fathom Events
Night Swim,2024,1,11776400.0,32494740,2.76,15000000.0,PG-13,3257,Universal Pictures
Conclave,2024,10,6502470.0,32580655,5.01,20000000.0,PG,2377,Focus Features
The Boys in the Boat,2024,12,5720315.0,52641306,9.2,40000000.0,PG-13,2687,Amazon MGM Studios
Reagan,2024,8,7652315.0,30047417,3.93,25000000.0,PG-13,2770,Showbiz Direct
The Forge,2024,8,6601245.0,29123632,4.41,5000000.0,PG,1921,Affirm Films
Horizon: An American Saga - Chapter 1,2024,6,11052315.0,29035702,2.63,100000000.0,R,3334,Warner Bros
A Complete Unknown,2024,12,12000000.0,75001720,6.25,40000000.0,R,2835,Searchlight Pictures
Imaginary,2024,3,10023415.0,28009161,2.79,10000000.0,PG-13,3118,Lionsgate
Heretic,2024,11,11015315.0,27986380,2.54,10000000.0,R,3230,A24
Abigail,2024,4,10204315.0,25867515,2.53,28000000.0,R,3393,Universal Pictures
Monkey Man,2024,4,10111245.0,25116955,2.48,10000000.0,R,3037,Universal Pictures
Arthur the King,2024,3,7602315.0,25049006,3.29,19000000.0,PG-13,3003,Lionsgate
We Live in Time,2024,10,225331.0,24692924,109.59,10000000.0,R,2964,A24
Poor Things,2024,12,661230.0,34553225,52.26,35000000.0,R,2300,Searchlight Pictures
Blink Twice,2024,8,7311245.0,23093906,3.16,20000000.0,R,3067,Amazon MGM Studios
Kraven the Hunter,2024,12,18925345.0,25026310,1.32,120000000.0,R,3211,Sony Pictures Releasing
The Bikeriders,2024,6,7215315.0,21746895,3.01,40000000.0,R,2692,Focus Features
The Ministry of Ungentlemanly Warfare,2024,4,8925315.0,20535053,2.3,60000000.0,R,2845,Lionsgate
Fly Me to the Moon,2024,7,9445124.0,20532222,2.17,100000000.0,PG-13,3356,Columbia Pictures
Unsung Hero,2024,4,7750315.0,20335239,2.62,6000000.0,PG,2832,Lionsgate
The First Omen,2024,4,8363000.0,20092802,2.4,30000000.0,R,3375,20th Century Studios
Cabrini,2024,3,7172315.0,19512134,2.72,50000000.0,PG-13,2850,Angel
American Fiction,2024,12,226900.0,21098470,92.99,10000000.0,R,1902,Metro-Goldwyn-Mayer (MGM)
Ordinary Angels,2024,2,6185245.0,19174421,3.1,12000000.0,PG,3020,Lionsgate
The Iron Claw,2024,12,4872315.0,35070296,7.2,15900000.0,R,2794,A24
The Watchers,2024,6,7001245.0,19071404,2.72,30000000.0,PG-13,3351,Warner Bros
Tarot,2024,5,6500412.0,18771004,2.89,8000000.0,PG-13,3104,Screen Gems
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,2,11575000.0,17657658,1.53,10000000.0,R,1949,Sony Pictures Releasing
Harold and the Purple Crayon,2024,8,6000000.0,17640924,2.94,40000000.0,PG,3325,Columbia Pictures
The Color Purple,2024,12,18150000.0,60619191,3.34,100000000.0,PG-13,3218,Warner Bros
The Substance,2024,9,3100000.0,17584795,5.67,17500000.0,R,1949,MUBI
Immaculate,2024,3,5360000.0,15671307,2.92,9000000.0,R,2362,Neon
Borderlands,2024,8,8600000.0,15482668,1.8,115000000.0,PG-13,3125,Lionsgate
Interstellar,2024,12,47510000.0,15207563,0.32,165000000.0,PG-13,321,Paramount Pictures
MaXXXine,2024,7,6701000.0,15097632,2.25,10000000.0,R,2450,A24
The Chosen: S4 Episodes 1-3,2024,2,6035000.0,14409169,2.39,10000000.0,NR,2280,Fathom Events
Anora,2024,10,350502.0,20474295,58.41,10000000.0,R,1938,Neon
Homestead,2024,12,4001245.0,20811864,5.2,8000000.0,PG-13,1886,Angel
Star Wars: Episode I - The Phantom Menace,2024,5,64152145.0,13029994,0.2,115000000.0,PG,2700,Walt Disney Studios Motion Pictures
Kalki 2898 AD,2024,6,5475315.0,18289575,3.34,72000000.0,NR,1049,Prathyangira Cinemas
Am I Racist?,2024,9,4515234.0,12311598,2.73,3000000.0,PG-13,1600,SDG Releasing
Here,2024,11,5003415.0,12237270,2.45,45000000.0,PG-13,2732,Sony Pictures Releasing
Bonhoeffer,2024,11,5015315.0,12222383,2.44,15000000.0,PG-13,1900,Angel
Sound of Hope: The Story of Possum Trot,2024,7,3115231.0,11647099,3.74,8500000.0,PG-13,2200,Angel
Godzilla Minus One,2024,12,11419975.0,57144669,5.0,15000000.0,PG-13,2622,Toho International
The Boy and the Heron,2024,12,12972696.0,46832867,3.61,30000000.0,PG-13,2325,GKIDS
The Chosen: S4 Episodes 4-6,2024,2,3512341.0,9482744,2.7,10000000.0,NR,2272,Fathom Events
Never Let Go,2024,9,4401245.0,10306106,2.34,20000000.0,R,2667,Lionsgate
Late Night with the Devil,2024,3,2833000.0,10001000,3.53,2000000.0,R,1442,IFC Films
Lisa Frankenstein,2024,2,3715214.0,9774285,2.63,13000000.0,PG-13,3144,Focus Features
Piece by Piece,2024,10,3812315.0,9756635,2.56,16000000.0,PG,1873,Focus Features
Saturday Night,2024,9,265315.0,9511315,35.85,30000000.0,R,2336,Sony Pictures Releasing
