movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Eat Pray Love,2010,8,23104623,80574010,3.49,60000000,PG-13,3108,Sony Pictures Releasing
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,12,24005069,104386950,4.35,155000000,PG,3555,Twentieth Century Fox
Dear John,2010,2,30468614,80014842,2.63,25000000,PG-13,3062,Screen Gems
Unstoppable,2010,11,22688457,81562942,3.59,100000000,PG-13,3261,Twentieth Century Fox
The A-Team,2010,6,25669455,77222099,3.01,110000000,PG-13,3544,Twentieth Century Fox
Knight and Day,2010,6,20139414,76423035,3.79,117000000,PG-13,3104,Twentieth Century Fox
Dinner for Schmucks,2010,7,23530215,73026337,3.1,69000000,PG-13,3046,DreamWorks
It's Complicated,2010,12,22100820,112735375,5.1,85000000,R,2955,Universal Pictures
True Grit,2010,12,24830443,171243005,6.9,38000000,PG-13,3464,Paramount Pictures
The Bounty Hunter,2010,3,20686423,67061228,3.24,40000000,PG-13,3118,Sony Pictures Releasing
Diary of a Wimpy Kid,2010,3,22126166,64003625,2.89,15000000,PG,3083,Twentieth Century Fox
The Sorcerer's Apprentice,2010,7,17619622,63150991,3.58,150000000,PG,3504,Walt Disney Studios Motion Pictures
A Nightmare on Elm Street,2010,4,32902299,63075011,1.92,35000000,R,3332,Warner Bros
The Last Song,2010,3,16007426,62950384,3.93,20000000,PG,2794,Walt Disney Studios Motion Pictures
The Wolfman,2010,2,31479235,61979680,1.97,150000000,R,3223,Universal Pictures
Get Him to the Greek,2010,6,17570955,60974475,3.47,40000000,R,2702,Universal Pictures
Resident Evil: Afterlife,2010,9,26650262,60128566,2.26,60000000,R,3209,Screen Gems
Why Did I Get Married Too?,2010,4,29289537,60095852,2.05,20000000,PG-13,2155,Lionsgate
Tooth Fairy,2010,1,14010409,60022256,4.28,48000000,PG,3345,Twentieth Century Fox
The Blind Side,2010,11,34119372,255959475,7.5,29000000,PG-13,3407,Warner Bros
Secretariat,2010,10,12115203,59713955,4.93,35000000,PG,3108,Walt Disney Studios Motion Pictures
Easy A,2010,9,17734040,58401464,3.29,8000000,PG-13,2974,Screen Gems
Takers,2010,8,20512304,57744720,2.82,32000000,PG-13,2206,Screen Gems
Yogi Bear,2010,12,16411322,100246011,6.11,80000000,PG,3515,Warner Bros
Legend of the Guardians: The Owls of Ga'Hoole,2010,9,16112211,55675313,3.46,80000000,PG,3575,Warner Bros
Letters to Juliet,2010,5,13540486,53032453,3.92,30000000,PG,2975,Summit Entertainment
Life as We Know It,2010,10,14507110,53374681,3.68,38000000,PG-13,3150,Warner Bros
Wall Street: Money Never Sleeps,2010,9,18330460,52474616,2.86,70000000,PG-13,3597,Twentieth Century Fox
Predators,2010,7,24760882,52000688,2.1,40000000,R,2669,Twentieth Century Fox
Hot Tub Time Machine,2010,3,14020502,50287556,3.59,36000000,R,2771,Metro-Goldwyn-Mayer (MGM)
Up in the Air,2010,12,1177754,83823381,71.17,25000000,R,2218,Paramount Pictures
The Tourist,2010,12,16471323,67631157,4.11,100000000,PG-13,2756,Sony Pictures Releasing
Kick-Ass,2010,4,19828687,48071303,2.42,30000000,R,3065,Lionsgate
Killers,2010,6,15837266,47059963,2.97,75000000,PG-13,2859,Lionsgate
Saw 3D,2010,10,22530123,45710178,2.03,20000000,R,2808,Lionsgate
Cop Out,2010,2,18235210,44875481,2.46,30000000,R,3150,Warner Bros
The Lovely Bones,2010,12,116616,44114232,378.29,65000000,PG-13,2638,DreamWorks
Cats & Dogs: The Revenge of Kitty Galore,2010,7,12252123,43585753,3.56,85000000,PG,3705,Warner Bros
Edge of Darkness,2010,1,17214384,43313890,2.52,80000000,R,3066,Warner Bros
Death at a Funeral,2010,4,16223473,42739347,2.63,21000000,R,2459,Screen Gems
Step Up 3D,2010,8,15812311,42400223,2.68,30000000,PG-13,2439,Walt Disney Studios Motion Pictures
The Last Exorcism,2010,8,20366613,41034350,2.01,1800000,PG-13,2874,Lionsgate
Black Swan,2010,12,1143803,106954678,93.51,13000000,R,2407,Fox Searchlight Pictures
Legion,2010,1,17501625,40168080,2.3,26000000,R,2476,Screen Gems
The Crazies,2010,2,16067552,39123589,2.43,20000000,R,2479,Overture Films
The Fighter,2010,12,300010,93617009,312.05,25000000,R,2534,Paramount Pictures
Crazy Heart,2010,12,81969,39464306,481.45,7000000,R,1361,Fox Searchlight Pictures
For Colored Girls,2010,11,20132203,37729698,1.87,21000000,R,2127,Lionsgate
The Back-up Plan,2010,4,12201710,37490007,3.07,35000000,PG-13,3280,CBS Films
Burlesque,2010,11,11733407,39440655,3.36,55000000,PG-13,3037,Screen Gems
Vampires Suck,2010,8,12203456,36661504,3.0,20000000,PG-13,3233,Twentieth Century Fox
The American,2010,9,13132000,35606376,2.71,20000000,R,2833,Focus Features
Green Zone,2010,3,14309190,35053660,2.45,100000000,R,3004,Universal Pictures
Marmaduke,2010,6,11600000,33644788,2.9,50000000,PG,3213,Twentieth Century Fox
Devil,2010,9,12287235,33601190,2.73,10000000,PG-13,2811,Universal Pictures
Hereafter,2010,10,12100000,32746941,2.71,50000000,PG-13,2424,Warner Bros
When in Rome,2010,1,12350041,32680633,2.65,30000000,PG-13,2456,Walt Disney Studios Motion Pictures
She's Out of My League,2010,3,9601300,32010860,3.33,20000000,R,2958,Paramount Pictures
Scott Pilgrim vs. the World,2010,8,10609795,31657980,2.98,60000000,PG-13,2820,Universal Pictures
Charlie St. Cloud,2010,7,12300000,31162545,2.53,44000000,PG-13,2725,Universal Pictures
Love & Other Drugs,2010,11,9739161,32367005,3.32,30000000,R,2458,Twentieth Century Fox
Morning Glory,2010,11,9152230,31011732,3.39,40000000,PG-13,2544,Paramount Pictures
Daybreakers,2010,1,15146692,30101577,1.99,20000000,R,2523,Lionsgate
