movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Napoleon,2023,11,20438735.0,61524375,3.01,200000000.0,R,3500,Columbia Pictures
Shazam! Fury of the Gods,2023,3,30111158.0,57638006,1.91,125000000.0,PG-13,4071,Warner Bros
Migration,2023,12,12453300.0,127630880,10.25,72000000.0,PG,3839,Universal Pictures
Saw X,2023,9,18309301.0,53607898,2.93,13000000.0,R,3262,Lionsgate
Air,2023,4,14456279.0,52460106,3.63,90000000.0,R,3507,Amazon MGM Studios
Jesus Revolution,2023,2,15832253.0,52102987,3.29,15000000.0,PG-13,2575,Lionsgate
No Hard Feelings,2023,6,15103114.0,50452282,3.34,45000000.0,R,3208,Sony Pictures Releasing
Talk to Me,2023,7,10431720.0,48299436,4.63,4500000.0,R,2379,A24
Godzilla Minus One,2023,12,11419975.0,57144669,5.0,15000000.0,PG-13,2622,Toho International
Gran Turismo,2023,8,17410552.0,44428554,2.55,60000000.0,PG-13,3856,Sony Pictures Releasing
The Color Purple,2023,12,18150335.0,60619191,3.34,100000000.0,PG-13,3218,Warner Bros
The Boogeyman,2023,6,12347233.0,43244282,3.5,35000000.0,PG-13,3205,20th Century Studios
A Haunting in Venice,2023,9,14275548.0,42471412,2.98,60000000.0,PG-13,3305,20th Century Studios
The Creator,2023,9,14079531.0,40774679,2.9,80000000.0,PG-13,3680,20th Century Studios
80 for Brady,2023,2,12701438.0,39448525,3.11,28000000.0,PG-13,3939,Paramount Pictures
The Boy and the Heron,2023,12,12972696.0,46832867,3.61,30000000.0,PG-13,2325,GKIDS
Knock at the Cabin,2023,2,14122170.0,35397980,2.51,20000000.0,R,3657,Universal Pictures
Renaissance: A Film by Beyonc̩,2023,12,,33889684,,,,2542,AMC Theatres
Missing,2023,1,9154695.0,32502025,3.55,7000000.0,PG-13,3025,Sony Pictures Releasing
Plane,2023,1,10210031.0,32111181,3.15,25000000.0,R,3060,Lionsgate
65,2023,3,12328310.0,32062904,2.6,45000000.0,PG-13,3405,Sony Pictures Releasing
Thanksgiving,2023,11,10218315.0,31908884,3.12,15000000.0,R,3204,TriStar Pictures
My Big Fat Greek Wedding 3,2023,9,10028345.0,28496030,2.84,15000000.0,PG-13,3678,Focus Features
Asteroid City,2023,6,8422315.0,28153025,3.34,25000000.0,PG-13,1901,Focus Features
Magic Mike's Last Dance,2023,2,8305317.0,26005156,3.13,45000000.0,R,3034,Warner Bros
Anyone But You,2023,12,6002470.0,88319668,14.71,25000000.0,R,3055,Columbia Pictures
Strays,2023,8,8304315.0,23988885,2.89,46000000.0,R,3232,Universal Pictures
The Boys in the Boat,2023,12,5720315.0,52641306,9.2,40000000.0,PG-13,2687,Amazon MGM Studios
Priscilla,2023,10,5032315.0,20960939,4.17,20000000.0,R,2361,A24
"Are You There God? It's Me, Margaret.",2023,4,6703315.0,20372406,3.04,30000000.0,PG-13,3343,Lionsgate
The Pope's Exorcist,2023,4,9152315.0,20009380,2.19,18000000.0,R,3178,Screen Gems
The Holdovers,2023,10,13000000.0,20355375,1.57,13000000.0,R,1601,Focus Features
The Blackening,2023,6,6015315.0,17707207,2.94,5000000.0,R,1775,Lionsgate
Book Club: The Next Chapter,2023,5,6678315.0,17581565,2.63,20000000.0,PG-13,3513,Focus Features
Pathaan,2023,1,6882315.0,17487476,2.54,30000000.0,NR,697,Yash Raj Films USA Inc
Black Panther: Wakanda Forever,2023,11,181339761.0,453829060,2.5,250000000.0,PG-13,4396,Walt Disney Studios Motion Pictures
Renfield,2023,4,8028315.0,17297895,2.15,65000000.0,R,3378,Universal Pictures
The Blind,2023,9,5103315.0,17265487,3.38,5000000.0,PG-13,1715,Fathom Events
The Covenant,2023,4,6382315.0,16938039,2.65,55000000.0,R,2631,Metro-Goldwyn-Mayer (MGM)
The Expendables 4,2023,9,8032315.0,16710153,2.08,100000000.0,R,3518,Lionsgate
Champions,2023,3,5148315.0,16397335,3.18,20000000.0,PG-13,3039,Focus Features
The Iron Claw,2023,12,4872315.0,35070296,7.2,15900000.0,R,2794,A24
Ruby Gillman: Teenage Kraken,2023,6,5302315.0,15753600,2.97,70000000.0,PG,3408,DreamWorks
Jawan,2023,9,6192315.0,15198530,2.45,36000000.0,NR,826,Yash Raj Films USA Inc
Titanic,2023,2,6710230.0,15096069,2.25,200000000.0,PG-13,2464,Paramount Pictures
Animal,2023,12,6523315.0,15004482,2.3,12000000.0,NR,698,-
Dumb Money,2023,9,3500215.0,13925356,3.98,30000000.0,R,2837,Sony Pictures Releasing
The Last Voyage of the Demeter,2023,8,6521315.0,13637180,2.09,45000000.0,R,2715,Universal Pictures
Joy Ride,2023,7,5852315.0,12897789,2.2,32000000.0,R,2820,Lionsgate
His Only Son,2023,3,5502315.0,12392740,2.25,250000.0,PG-13,1930,Angel
The Whale,2023,12,332152.0,17463630,52.58,3000000.0,R,1721,A24
About My Father,2023,5,4321315.0,12089391,2.8,29000000.0,PG-13,2464,Lionsgate
Bottoms,2023,8,4612315.0,12036071,2.61,11300000.0,R,1265,Orion Pictures
The Shift,2023,12,4213315.0,12118219,2.88,6400000.0,PG-13,2450,Angel
After Death,2023,10,5102315.0,11478326,2.25,5000000.0,PG-13,2730,Angel
Saltburn,2023,11,3212315.0,11425829,3.56,10000000.0,R,1566,Amazon MGM Studios
Past Lives,2023,6,232266.0,11331983,48.79,12000000.0,PG-13,906,A24
Suzume,2023,4,5001713.0,10932037,2.19,15000000.0,PG,2170,Crunchyroll
