movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Are We There Yet?,2005,1,18575214,82674398,4.45,32000000,PG,2810,Revolution Studios
The Dukes of Hazzard,2005,8,30675314,80270227,2.62,50000000,PG-13,3785,Warner Bros
The Aviator,2005,12,858321,102610330,119.55,110000000,PG-13,2530,Miramax
March of the Penguins,2005,6,137492,77437223,563.21,8000000,G,2506,Warner Independent Pictures (WIP)
The Ring Two,2005,3,35065237,76231249,2.17,50000000,PG-13,3341,DreamWorks Distribution
Constantine,2005,2,29769098,75976178,2.55,100000000,R,3006,Warner Bros
The Exorcism of Emily Rose,2005,9,30054300,75072454,2.5,19000000,PG-13,3045,Screen Gems
Four Brothers,2005,8,21176925,74494381,3.52,45000000,R,2649,Paramount Pictures
Sin City,2005,4,29120273,74103820,2.54,40000000,R,3230,Dimension Films
The Interpreter,2005,4,22822455,72708161,3.19,80000000,PG-13,2814,Universal Pictures
Guess Who,2005,3,20671446,68915888,3.33,35000000,PG-13,3147,Sony Pictures Releasing
Sahara,2005,4,18068372,68671925,3.8,160000000,PG-13,3200,Paramount Pictures
Coach Carter,2005,1,24182960,67264877,2.78,30000000,PG-13,2574,Paramount Pictures
Herbie: Fully Loaded,2005,6,12709221,66023816,5.19,50000000,G,3521,Walt Disney Studios Motion Pictures
The Amityville Horror,2005,4,23507007,65233369,2.78,19000000,R,3323,Metro-Goldwyn-Mayer (MGM)
Sky High,2005,7,17503126,63946815,3.65,35000000,PG,2912,Walt Disney Studios Motion Pictures
Bewitched,2005,6,20131130,63313159,3.15,85000000,PG-13,3188,Sony Pictures Releasing
Jarhead,2005,11,27726210,62658220,2.26,70000000,R,2448,Universal Pictures
Cinderella Man,2005,6,18320205,61649911,3.37,88000000,PG-13,2820,Universal Pictures
Red Eye,2005,8,16167662,57891803,3.58,26000000,PG-13,3134,DreamWorks Distribution
White Noise,2005,1,24113565,56386759,2.34,10000000,PG-13,2279,Universal Pictures
Be Cool,2005,3,23450212,56046979,2.39,53000000,PG-13,3216,Metro-Goldwyn-Mayer (MGM)
Wallace & Gromit: The Curse of the Were-Rabbit,2005,10,16025987,56110897,3.5,30000000,G,3656,DreamWorks Distribution
Fun with Dick and Jane,2005,12,14383515,110332737,7.67,100000000,PG-13,3239,Sony Pictures Releasing
Crash,2005,5,9120425,54580300,5.98,6500000,R,1905,Lionsgate
Corpse Bride,2005,9,19145480,53359111,2.79,40000000,PG,3204,Warner Bros
Kicking & Screaming,2005,5,20159925,52842724,2.62,45000000,PG,3470,Universal Pictures
Hide and Seek,2005,1,21959233,51100486,2.33,30000000,R,3005,Twentieth Century Fox
The Hitchhiker's Guide to the Galaxy,2005,4,21103203,51085416,2.42,50000000,PG,3133,Walt Disney Studios Motion Pictures
Sideways,2005,10,209122,71503593,341.92,16000000,R,1786,Fox Searchlight Pictures
Diary of a Mad Black Woman,2005,2,21905089,50633099,2.31,5500000,PG-13,1703,Lionsgate
"Yours, Mine & Ours",2005,11,17461108,53412862,3.06,45000000,PG,3210,Paramount Pictures
Racing Stripes,2005,1,13920052,49772522,3.58,30000000,PG,3185,Warner Bros
Miss Congeniality 2: Armed & Fabulous,2005,3,14043215,48478006,3.45,45000000,PG-13,3233,Warner Bros
Just Like Heaven,2005,9,16408718,48318130,2.94,58000000,PG-13,3543,DreamWorks Distribution
The Skeleton Key,2005,8,16057945,47907715,2.98,43000000,PG-13,2784,Universal Pictures
Kingdom of Heaven,2005,5,19635996,47398413,2.41,130000000,R,3219,Twentieth Century Fox
Boogeyman,2005,2,19020655,46752382,2.46,20000000,PG-13,3052,Screen Gems
Cheaper by the Dozen 2,2005,12,9309387,82571173,8.87,60000000,PG,3211,Twentieth Century Fox
In Good Company,2005,12,100225,45806659,457.04,26000000,PG-13,1963,Universal Pictures
The Legend of Zorro,2005,10,16328506,46464023,2.85,75000000,PG-13,3520,Sony Pictures Releasing
Must Love Dogs,2005,7,12855321,43894863,3.41,30000000,PG-13,2505,Warner Bros
Transporter 2,2005,9,16540720,43095856,2.61,32000000,PG-13,3320,Twentieth Century Fox
Fever Pitch,2005,4,12400125,42071069,3.39,30000000,PG-13,3275,Twentieth Century Fox
The Family Stone,2005,12,12521027,60062868,4.8,18000000,PG-13,2469,Twentieth Century Fox
The Adventures of Sharkboy and Lavagirl 3-D,2005,6,12582088,39177684,3.11,50000000,PG,2655,Dimension Films
The Sisterhood of the Traveling Pants,2005,6,9833340,39053061,3.97,25000000,PG,2583,Warner Bros
The Phantom of the Opera,2005,12,682504,51268815,75.12,70000000,PG-13,1515,Warner Bros
The Brothers Grimm,2005,8,15092079,37916267,2.51,88000000,PG-13,3098,Dimension Films
Beauty Shop,2005,3,12836261,36351350,2.83,25000000,PG-13,2659,Metro-Goldwyn-Mayer (MGM)
Syriana,2005,11,374502,50824620,135.71,50000000,R,1775,Warner Bros
The Island,2005,7,12409070,35818913,2.89,126000000,PG-13,3138,DreamWorks Distribution
Derailed,2005,11,12212490,36024076,2.95,22000000,R,2447,The Weinstein Company
Hostage,2005,3,10214734,34639939,3.39,52000000,R,2183,Miramax
A Series of Unfortunate Events,2005,12,30061756,118634549,3.95,140000000,PG,3623,Paramount Pictures
The Constant Gardener,2005,8,8213600,33579797,4.09,25000000,R,1387,Focus Features
Pride & Prejudice,2005,11,2865017,38591603,13.47,28000000,PG,1335,Focus Features
Bad News Bears,2005,7,11342325,32868349,2.9,35000000,PG-13,3183,Paramount Pictures
In Her Shoes,2005,10,10017575,32880591,3.28,35000000,PG-13,2840,Twentieth Century Fox
Because of Winn-Dixie,2005,2,10208431,32647042,3.2,14000000,PG,3188,Twentieth Century Fox
Dreamer,2005,10,9178233,32751093,3.57,32000000,PG,2735,DreamWorks Distribution
Stealth,2005,7,13251545,32116746,2.42,135000000,PG-13,3495,Sony Pictures Releasing
House of Wax,2005,5,12078236,32064800,2.65,40000000,R,3111,Warner Bros
The Wedding Date,2005,2,11127535,31726995,2.85,15000000,PG-13,1704,Universal Pictures
Just Friends,2005,11,9200155,32619671,3.55,20000000,PG-13,2505,New Line Cinema
A History of Violence,2005,9,515992,31504633,61.06,32000000,R,1348,New Line Cinema
Get Rich or Die Tryin',2005,11,12020220,30985352,2.58,40000000,R,1666,Paramount Pictures
The Fog,2005,10,11752917,29550869,2.51,18000000,PG-13,2972,Revolution Studios
Rent,2005,11,10025735,29077547,2.9,40000000,PG-13,2437,Revolution Studios
Doom,2005,10,15503105,28212337,1.82,60000000,R,3044,Universal Pictures
Zathura: A Space Adventure,2005,11,13427356,29258869,2.18,65000000,PG,3232,Sony Pictures Releasing
Finding Neverland,2005,11,199120,51680613,259.55,25000000,PG,1411,Miramax
xXx: State of the Union,2005,4,12711722,26873932,2.11,87000000,PG-13,3480,Revolution Studios
Elizabethtown,2005,10,10618711,26850426,2.53,45000000,PG-13,2517,Paramount Pictures
Serenity,2005,9,10086650,25514517,2.53,39000000,PG-13,2189,Universal Pictures
Dark Water,2005,7,9939251,25473352,2.56,30000000,PG-13,2657,Walt Disney Studios Motion Pictures
Memoirs of a Geisha,2005,12,682504,57490508,84.23,85000000,PG-13,1654,Sony Pictures Releasing
