movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
The Equalizer 2,2018,7,36011640,102084362,2.83,62000000,R,3388,Sony Pictures Releasing
Rampage,2018,4,35753093,101028233,2.83,120000000,PG-13,4115,Warner Bros
A Wrinkle in Time,2018,3,33123609,100478608,3.03,100000000,PG,3980,Walt Disney Studios Motion Pictures
Fifty Shades Freed,2018,2,38560195,100407760,2.6,55000000,R,3768,Universal Pictures
Christopher Robin,2018,8,24585139,99215042,4.04,75000000,PG,3602,Walt Disney Studios Motion Pictures
I Can Only Imagine,2018,3,17103420,83482352,4.88,7000000,PG,2894,Roadside Attractions
Smallfoot,2018,9,23045635,83240103,3.61,80000000,PG,4131,Warner Bros
The Post,2018,12,522241,81903458,156.83,50000000,PG-13,2851,Twentieth Century Fox
Night School,2018,9,27257615,77339130,2.84,29000000,PG-13,3019,Universal Pictures
Bumblebee,2018,12,21654047,127195589,5.87,135000000,PG-13,3597,Paramount Pictures
The First Purge,2018,7,17374280,69488745,4.0,13000000,R,3038,Universal Pictures
Game Night,2018,2,17005332,69179066,4.07,37000000,R,3502,Warner Bros
Book Club,2018,5,13582305,68566296,5.05,10000000,PG-13,3169,Paramount Pictures
The House with a Clock in Its Walls,2018,9,26850335,68549695,2.55,42000000,PG,3592,Universal Pictures
Skyscraper,2018,7,24905015,68420120,2.75,125000000,PG-13,3822,Universal Pictures
Insidious: The Last Key,2018,1,29581355,67745330,2.29,10000000,PG-13,3150,Universal Pictures
Instant Family,2018,11,14504315,67363237,4.64,48000000,PG-13,3426,Paramount Pictures
The Mule,2018,12,17509431,103804407,5.93,50000000,R,3329,Warner Bros
Blockers,2018,4,20556190,60311495,2.93,21000000,R,3418,Universal Pictures
Pacific Rim: Uprising,2018,3,28116535,59874525,2.13,150000000,PG-13,3708,Universal Pictures
Tomb Raider,2018,3,23633317,58250803,2.46,94000000,PG-13,3854,Warner Bros
Maze Runner: The Death Cure,2018,1,24167011,58032443,2.4,62000000,PG-13,3793,Twentieth Century Fox
Tag,2018,6,14947402,54730625,3.66,28000000,R,3382,Warner Bros
The Nutcracker and the Four Realms,2018,11,20352691,54858851,2.7,120000000,PG,3766,Walt Disney Studios Motion Pictures
A Simple Favor,2018,9,16050663,53548586,3.34,20000000,R,3102,Lionsgate
Life of the Party,2018,5,17886075,53059911,2.97,30000000,PG-13,3656,Warner Bros
The Predator,2018,9,24632284,51024708,2.07,88000000,R,4070,Twentieth Century Fox
Overboard,2018,5,14711101,50316123,3.42,12000000,PG-13,2006,Pantelion Films
Sicario: Day of the Soldado,2018,6,19007175,50072235,2.63,35000000,R,3055,Sony Pictures Releasing
I Feel Pretty,2018,4,16030218,48795601,3.04,32000000,PG-13,3440,STX Entertainment
BlacKkKlansman,2018,8,10845030,49275340,4.54,15000000,R,1914,Focus Features
The Shape of Water,2018,12,166564,63859435,383.39,19500000,R,2341,Fox Searchlight Pictures
Red Sparrow,2018,3,16853422,46874505,2.78,69000000,R,3064,Twentieth Century Fox
Breaking In,2018,5,17630285,46840590,2.66,6000000,PG-13,2537,Universal Pictures
Goosebumps 2: Haunted Halloween,2018,10,15802925,46700633,2.96,35000000,PG,3723,Sony Pictures Releasing
12 Strong,2018,1,15815025,45819713,2.9,35000000,R,3018,Warner Bros
Den of Thieves,2018,1,15306125,44947622,2.94,30000000,R,2432,STX Entertainment
First Man,2018,10,16006065,44936545,2.81,59000000,PG-13,3640,Universal Pictures
Hereditary,2018,6,13575172,44069456,3.25,10000000,R,2998,A24
Acrimony,2018,3,17171119,43549096,2.54,20000000,R,2006,Lionsgate
Sherlock Gnomes,2018,3,10604774,43242871,4.08,59000000,PG,3662,Paramount Pictures
Uncle Drew,2018,6,15242773,42469946,2.79,18000000,PG-13,2742,Lionsgate
Widows,2018,11,12361707,42402632,3.43,42000000,R,2803,Twentieth Century Fox
Pitch Perfect 3,2018,12,19928525,104897530,5.26,45000000,PG-13,3468,Universal Pictures
Truth or Dare,2018,4,18667855,41411015,2.22,3500000,PG-13,3068,Universal Pictures
Paddington 2,2018,1,11001273,40891591,3.72,40000000,PG,3702,Warner Bros
"Love, Simon",2018,3,11756244,40826341,3.47,17000000,PG-13,2434,Twentieth Century Fox
Darkest Hour,2018,11,175006,56468410,322.67,30000000,PG-13,1733,Focus Features
The Commuter,2018,1,13702444,36343858,2.65,30000000,PG-13,2892,Lionsgate
The 15:17 to Paris,2018,2,12552246,36276286,2.89,30000000,PG-13,3042,Warner Bros
Mile 22,2018,8,13710250,36108758,2.63,35000000,R,3520,STX Entertainment
Alpha,2018,8,10352512,35857181,3.46,51000000,PG-13,2881,Studio 8
Peppermint,2018,9,13423414,35418723,2.64,25000000,R,2980,STX Entertainment
Death Wish,2018,3,13010267,34017028,2.61,30000000,R,2882,Metro-Goldwyn-Mayer (MGM)
The Spy Who Dumped Me,2018,8,12103043,33562069,2.77,40000000,R,3111,Lionsgate
Annihilation,2018,2,11071584,32732301,2.96,40000000,R,2112,Paramount Pictures
Green Book,2018,11,312960,85080171,271.86,23000000,PG-13,2648,Universal Pictures
Isle of Dogs,2018,3,1588176,32015231,20.16,35000000,PG-13,1947,Fox Searchlight Pictures
Nobody's Fool,2018,11,13743397,31713110,2.31,19000000,R,2468,Paramount Pictures
Adrift,2018,6,11603042,31445012,2.71,35000000,PG-13,3015,STX Entertainment
Ferdinand,2018,12,13401586,84410380,6.3,111000000,PG,3630,Twentieth Century Fox
Robin Hood,2018,11,9122255,30824628,3.38,100000000,PG-13,2827,Lionsgate
Super Troopers 2,2018,4,15181624,30617396,2.02,13500000,R,2125,Twentieth Century Fox
Slender Man,2018,8,11301689,30569484,2.7,10000000,PG-13,2358,Screen Gems
"Three Billboards Outside Ebbing, Missouri",2018,11,322168,54513740,169.21,12000000,R,1726,Fox Searchlight Pictures
Coco,2018,11,50802603,210460015,4.14,175000000,PG,3987,Walt Disney Studios Motion Pictures
Teen Titans GO! To the Movies,2018,7,10411188,29790236,2.86,10000000,PG,3188,Warner Bros
Hostiles,2018,12,26115,29819114,1141.84,39000000,R,2934,Entertainment Studios Motion Pictures
The Hate U Give,2018,10,512035,29719483,58.04,23000000,PG-13,2375,Twentieth Century Fox
