movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
War Horse,2012,12,7515402.0,79884879,10.63,66000000.0,PG-13,2856,Walt Disney Studios Motion Pictures
Red Dawn,2012,11,14273164.0,44806783,3.14,65000000.0,PG-13,2781,FilmDistrict
Star Wars: Episode I - The Phantom Menace,2012,2,22469632.0,43458335,1.93,115000000.0,PG,2655,Twentieth Century Fox
Resident Evil: Retribution,2012,9,21052225.0,42345531,2.01,65000000.0,R,3016,Screen Gems
The Cabin in the Woods,2012,4,14743322.0,42073277,2.85,30000000.0,R,2811,Lionsgate
What to Expect When You're Expecting,2012,5,10547068.0,41152203,3.9,40000000.0,PG-13,3021,Lionsgate
Finding Nemo,2012,9,16688000.0,41128283,2.46,94000000.0,G,2904,Walt Disney Studios Motion Pictures
End of Watch,2012,9,13152683.0,41003371,3.12,7000000.0,R,2780,Open Road Films (II)
The Artist,2012,11,204878.0,44671682,218.04,15000000.0,PG-13,1756,The Weinstein Company
This Is 40,2012,12,11579175.0,67544505,5.83,35000000.0,R,2931,Universal Pictures
We Bought a Zoo,2012,12,9360434.0,75624550,8.08,50000000.0,PG,3170,Twentieth Century Fox
Rock of Ages,2012,6,14437142.0,38518613,2.67,75000000.0,PG-13,3470,Warner Bros
Abraham Lincoln: Vampire Hunter,2012,6,16306974.0,37519139,2.3,69000000.0,R,3109,Twentieth Century Fox
Lawless,2012,8,10002156.0,37400127,3.74,26000000.0,R,3138,The Weinstein Company
That's My Boy,2012,6,13453714.0,36931089,2.75,70000000.0,R,3030,Sony Pictures Releasing
Trouble with the Curve,2012,9,12162040.0,35763137,2.94,25000000.0,PG-13,3212,Warner Bros
The Watch,2012,7,12752225.0,35353000,2.77,68000000.0,R,3168,Twentieth Century Fox
Step Up: Revolution,2012,7,11731734.0,35074677,2.99,33000000.0,PG-13,2606,Lionsgate
Good Deeds,2012,2,15583966.0,35025791,2.25,20000000.0,PG-13,2132,Lionsgate
Frankenweenie,2012,10,11412213.0,35291068,3.09,39000000.0,PG,3005,Walt Disney Studios Motion Pictures
Parental Guidance,2012,12,14554842.0,77267296,5.31,25000000.0,PG,3368,Twentieth Century Fox
The Adventures of Tintin,2012,12,9720993.0,77591831,7.98,135000000.0,PG,3087,Paramount Pictures
2016: Obama's America,2012,7,30199.0,33449086,1107.62,2500000.0,PG,2017,Rocky Mountain Pictures
