movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Paranormal Activity,2009,9,77873.0,107918810,1385.83,15000.0,R,2712,Paramount Pictures
Watchmen,2009,3,55214334.0,107509799,1.95,130000000.0,R,3611,Warner Bros
Sherlock Holmes,2009,12,62304277.0,209028679,3.35,90000000.0,PG-13,3626,Warner Bros
Public Enemies,2009,7,25271675.0,97104620,3.84,100000000.0,R,3336,Universal Pictures
Julie & Julia,2009,8,20043012.0,94125426,4.7,40000000.0,PG-13,2528,Sony Pictures Releasing
He's Just Not That Into You,2009,2,27785487.0,93953653,3.38,40000000.0,PG-13,3175,Warner Bros
Madea Goes to Jail,2009,2,41030947.0,90508336,2.21,17500000.0,PG-13,2203,Lionsgate
The Ugly Truth,2009,7,27605376.0,88915214,3.22,38000000.0,R,2975,Sony Pictures Releasing
Knowing,2009,3,24604751.0,79957634,3.25,50000000.0,PG-13,3337,Summit Entertainment
Hannah Montana: The Movie,2009,4,32324487.0,79576189,2.46,30000000.0,G,3231,Walt Disney Studios Motion Pictures
Where the Wild Things Are,2009,10,32695407.0,77233467,2.36,100000000.0,PG,3735,Warner Bros
The Princess and the Frog,2009,11,1105173.0,104400899,94.47,105000000.0,G,3475,Walt Disney Studios Motion Pictures
Zombieland,2009,10,24733155.0,75590286,3.06,23600000.0,R,3171,Sony Pictures Releasing
Coraline,2009,2,16849646.0,75286229,4.47,60000000.0,PG,2320,Focus Features
The Curious Case of Benjamin Button,2009,12,26853816.0,127509326,4.75,150000000.0,PG-13,2988,Paramount Pictures
Hotel for Dogs,2009,1,17012212.0,73034460,4.29,35000000.0,PG,3271,DreamWorks
Law Abiding Citizen,2009,10,21039502.0,73357727,3.49,50000000.0,R,2890,Overture Films
This Is It,2009,10,21313078.0,72091016,3.38,60000000.0,PG,3481,Sony Pictures Releasing
"I Love You, Man",2009,3,17810270.0,71440011,4.01,40000000.0,R,2829,DreamWorks
Marley & Me,2009,12,36357586.0,143153751,3.94,60000000.0,PG,3505,Twentieth Century Fox
Obsessed,2009,4,28502404.0,68261644,2.39,20000000.0,PG-13,2634,Screen Gems
Race to Witch Mountain,2009,3,24402214.0,67172594,2.75,50000000.0,PG,3268,Walt Disney Studios Motion Pictures
The Final Destination,2009,8,27408309.0,66477700,2.43,40000000.0,R,3121,Warner Bros
The Taking of Pelham 123,2009,6,23352647.0,65452312,2.8,100000000.0,R,3077,Sony Pictures Releasing
Friday the 13th,2009,2,40570265.0,65002019,1.6,19000000.0,R,3105,Warner Bros
17 Again,2009,4,23722310.0,64167069,2.7,20000000.0,PG-13,3255,Warner Bros
The Time Traveler's Wife,2009,8,18623171.0,63414846,3.41,39000000.0,PG-13,2988,Warner Bros
BrÃ¼no,2009,7,,60054530,,,,2759,Universal Pictures
Bride Wars,2009,1,21058173.0,58715510,2.79,30000000.0,PG-13,3228,Twentieth Century Fox
The Haunting in Connecticut,2009,3,23011352.0,55389516,2.41,17600000.0,PG-13,2732,Lionsgate
Ghosts of Girlfriends Past,2009,5,15322255.0,55250026,3.61,37500000.0,PG-13,3175,Warner Bros
Bedtime Stories,2009,12,27450251.0,110101975,4.01,80000000.0,PG,3684,Walt Disney Studios Motion Pictures
Funny People,2009,7,22657780.0,51855045,2.29,75000000.0,R,3008,Universal Pictures
I Can Do Bad All by Myself,2009,9,23447127.0,51733921,2.21,19000000.0,PG-13,2255,Lionsgate
My Bloody Valentine,2009,1,21241454.0,51545952,2.43,15000000.0,R,2534,Lionsgate
Land of the Lost,2009,6,18837350.0,49438370,2.62,100000000.0,PG-13,3534,Universal Pictures
My Sister's Keeper,2009,6,12442212.0,49200230,3.95,30000000.0,PG-13,2606,Warner Bros
Old Dogs,2009,11,16760555.0,49492060,2.95,35000000.0,PG,3425,Walt Disney Studios Motion Pictures
Underworld: Rise of the Lycans,2009,1,20728957.0,45802315,2.21,35000000.0,R,2942,Screen Gems
Confessions of a Shopaholic,2009,2,15054076.0,44277350,2.94,70000000.0,PG-13,2534,Walt Disney Studios Motion Pictures
Year One,2009,6,19610304.0,43337279,2.21,60000000.0,PG-13,3024,Sony Pictures Releasing
The Unborn,2009,1,19810585.0,42670410,2.15,16000000.0,PG-13,2359,Universal Pictures
Precious,2009,11,1872458.0,47566524,25.4,10000000.0,R,1003,Lionsgate
Valkyrie,2009,12,21021204.0,83077833,3.95,75000000.0,PG-13,2838,United Artists
Drag Me to Hell,2009,5,15825480.0,42100625,2.66,30000000.0,PG-13,2510,Universal Pictures
Orphan,2009,7,12871483.0,41596251,3.23,20000000.0,R,2750,Warner Bros
Duplicity,2009,3,13961800.0,40572825,2.91,60000000.0,PG-13,2579,Universal Pictures
It's Complicated,2009,12,22100820.0,112735375,5.1,85000000.0,R,2955,Universal Pictures
Planet 51,2009,11,12285557.0,42194060,3.43,70000000.0,PG,3035,Sony Pictures Releasing
Surrogates,2009,9,14902807.0,38577772,2.59,80000000.0,PG-13,2992,Walt Disney Studios Motion Pictures
Yes Man,2009,12,18262471.0,97690976,5.35,70000000.0,PG-13,3434,Warner Bros
Ninja Assassin,2009,11,13310031.0,38122883,2.86,40000000.0,R,2503,Warner Bros
State of Play,2009,4,14071280.0,37017955,2.63,60000000.0,PG-13,2807,Universal Pictures
Notorious,2009,1,20502455.0,36843682,1.8,20000000.0,R,1641,Fox Searchlight Pictures
The Pink Panther 2,2009,2,11588150.0,35922978,3.1,70000000.0,PG,3245,Sony Pictures Releasing
All About Steve,2009,9,11200389.0,33862903,3.02,15000000.0,PG-13,2265,Twentieth Century Fox
Up in the Air,2009,12,1177754.0,83823381,71.17,25000000.0,R,2218,Paramount Pictures
Halloween II,2009,8,16349565.0,33392973,2.04,15000000.0,R,3088,Dimension Films
The Informant!,2009,9,10543925.0,33316821,3.16,22000000.0,R,2505,Warner Bros
The Last House on the Left,2009,3,14118685.0,32752215,2.32,15000000.0,R,2402,Universal Pictures
The Reader,2009,12,168051.0,34194407,203.48,32000000.0,R,1203,The Weinstein Company
500 Days of Summer,2009,7,834501.0,32391374,38.82,7500000.0,PG-13,1048,Fox Searchlight Pictures
Earth,2009,4,8825199.0,32011576,3.63,15000000.0,G,1804,Walt Disney Studios Motion Pictures
The Men Who Stare at Goats,2009,11,12707253.0,32428195,2.55,25000000.0,R,2453,Overture Films
Push,2009,2,10079109.0,31811527,3.16,38000000.0,PG-13,2313,Summit Entertainment
9,2009,9,10740446.0,31749894,2.96,30000000.0,PG-13,2060,Focus Features
The Soloist,2009,4,9715423.0,31720158,3.26,60000000.0,PG-13,2090,DreamWorks
Toy Story,2009,10,3000000.0,30702446,10.23,30000000.0,G,1752,Walt Disney Studios Motion Pictures
The Stepfather,2009,10,11581586.0,29062561,2.51,20000000.0,PG-13,2734,Screen Gems
Defiance,2009,12,122247.0,28644813,234.32,32000000.0,R,1793,Paramount Vantage
The Uninvited,2009,1,,28596818,,,,2344,DreamWorks
