movie_title,release_year,release_month,opening_gross,domestic_lifetime_gross,legs_ratio,budget,mpaa_rating,widest_theaters,distributor
Hustlers,2019,9,33181361.0,104963598,3.16,20000000.0,R,3525,STX Entertainment
The Addams Family,2019,10,30300007.0,100044905,3.3,24000000.0,PG,4107,United Artists Releasing
Downton Abbey,2019,9,31033665.0,96853865,3.12,13000000.0,PG,3548,Focus Features
Rocketman,2019,5,25725290.0,96368160,3.75,40000000.0,R,3610,Paramount Pictures
Alita: Battle Angel,2019,2,28525613.0,85838210,3.01,170000000.0,PG-13,3802,Twentieth Century Fox
Good Boys,2019,8,21402605.0,83140306,3.88,20000000.0,R,3458,Universal Pictures
Spider-Man: Into the Spider-Verse,2019,12,35363376.0,190241310,5.38,9000000.0,PG,3813,Sony Pictures Releasing
Men in Black: International,2019,6,30035838.0,80001807,2.66,110000000.0,PG-13,4224,Sony Pictures Releasing
Annabelle Comes Home,2019,6,20370400.0,74152591,3.64,30000000.0,R,3613,Warner Bros
Yesterday,2019,6,17005435.0,73286650,4.31,26000000.0,PG-13,2755,Universal Pictures
A Madea Family Funeral,2019,3,27059179.0,73257045,2.71,20000000.0,PG-13,2442,Lionsgate
Zombieland: Double Tap,2019,10,26803104.0,73123082,2.73,42000000.0,R,3468,Sony Pictures Releasing
Angel Has Fallen,2019,8,21380903.0,69030436,3.23,40000000.0,R,3336,Lionsgate
Scary Stories to Tell in the Dark,2019,8,20915337.0,68947075,3.3,25000000.0,PG-13,3135,Lionsgate
Mary Poppins Returns,2019,12,23523121.0,171958438,7.31,130000000.0,PG,4090,Walt Disney Studios Motion Pictures
X-Men: Dark Phoenix,2019,6,,65845974,,,,3721,Twentieth Century Fox
Terminator: Dark Fate,2019,11,,62253077,,185000000.0,R,4086,Paramount Pictures
Abominable,2019,9,20612100.0,60716390,2.95,75000000.0,PG,4248,Universal Pictures
Dora and the Lost City of Gold,2019,8,17432278.0,60477943,3.47,49000000.0,PG,3735,Paramount Pictures
Escape Room,2019,1,18238172.0,57005601,3.13,9000000.0,PG-13,2717,Sony Pictures Releasing
A Beautiful Day in the Neighborhood,2019,11,13251539.0,61704055,4.66,25000000.0,PG,3491,Sony Pictures Releasing
Midway,2019,11,1.0,56846802,56846802.0,100000000.0,PG-13,3242,Lionsgate
Bumblebee,2019,12,,127195589,,,,3597,Paramount Pictures
The Curse of La Llorona,2019,4,26505376.0,54733739,2.07,9000000.0,R,3372,Warner Bros
Pet Sematary,2019,4,,54724696,,21000000.0,R,3585,Paramount Pictures
What Men Want,2019,2,,54611903,,,,2912,Paramount Pictures
Green Book,2019,11,312960.0,85080171,271.86,23000000.0,PG-13,2648,Universal Pictures
Ad Astra,2019,9,19001398.0,50188370,2.64,90000000.0,PG-13,3460,Twentieth Century Fox
Isn't It Romantic,2019,2,,48791187,,31000000.0,PG-13,3444,Warner Bros
Gemini Man,2019,10,20552372.0,48546770,2.36,138000000.0,PG-13,3642,Paramount Pictures
Ma,2019,5,18098525.0,45896028,2.54,5000000.0,R,2816,Universal Pictures
Five Feet Apart,2019,3,,45729221,,7000000.0,PG-13,2866,Lionsgate
Wonder Park,2019,3,15853646.0,45216793,2.85,100000000.0,PG,3838,Paramount Pictures
Rambo: Last Blood,2019,9,,44819352,,,,3618,Lionsgate
Playing with Fire,2019,11,12724673.0,44451847,3.49,29000000.0,PG,3185,Paramount Pictures
Harriet,2019,11,11676720.0,43082155,3.69,17000000.0,PG-13,2186,Focus Features
A Dog's Way Home,2019,1,,42004346,,,,3090,Sony Pictures Releasing
The Angry Birds Movie 2,2019,8,10352512.0,41667116,4.02,65000000.0,PG,3869,Sony Pictures Releasing
Little,2019,4,,40860481,,,,2667,Universal Pictures
Queen & Slim,2019,11,,43808310,,,,1715,Universal Pictures
Breakthrough,2019,4,11283410.0,40713082,3.61,14000000.0,PG,2913,Twentieth Century Fox
The Mule,2019,12,17509431.0,103804407,5.93,50000000.0,R,3329,Warner Bros
Crawl,2019,7,12005210.0,39014193,3.25,13500000.0,R,3170,Paramount Pictures
Little Women,2019,12,16755222.0,108101214,6.45,40000000.0,PG,3308,Sony Pictures Releasing
The Intruder,2019,5,,35419122,,8000000.0,PG-13,2231,Screen Gems
The Hustle,2019,5,,35417038,,21000000.0,PG-13,3077,United Artists Releasing
Last Christmas,2019,11,11600520.0,35150750,3.03,25000000.0,PG-13,3454,Universal Pictures
Overcomer,2019,8,8146523.0,34746945,4.27,5000000.0,PG,2293,Affirm Films
Cold Pursuit,2019,2,,32138862,,60000000.0,R,2630,Lionsgate
Doctor Sleep,2019,11,,31581712,,45000000.0,R,3855,Warner Bros
Dragon Ball Super: Broly,2019,1,,30712119,,,,1267,FUNimation Entertainment
Long Shot,2019,5,9740064.0,30316271,3.11,40000000.0,R,3230,Lionsgate
Spies in Disguise,2019,12,,66757013,,,,3502,Twentieth Century Fox
Child's Play,2019,6,,29208403,,10000000.0,R,3007,United Artists Releasing
Ready or Not,2019,8,8011166.0,28714231,3.58,6000000.0,R,2998,Fox Searchlight Pictures
Happy Death Day 2U,2019,2,,28148130,,9000000.0,PG-13,3212,Universal Pictures
Vice,2019,12,,47836282,,,,2534,Annapurna Pictures
21 Bridges,2019,11,,28539757,,33000000.0,R,2665,STX Entertainment
Midsommar,2019,7,,27426361,,9000000.0,R,2707,A24
Bohemian Rhapsody,2019,11,51061119.0,216428042,4.24,52000000.0,PG-13,4000,Twentieth Century Fox
The Art of Racing in the Rain,2019,8,,26395642,,,,2765,Twentieth Century Fox
Countdown,2019,10,,25621766,,6500000.0,PG-13,2675,STX Entertainment
Uncut Gems,2019,12,,50023780,,19000000.0,R,2686,A24
Judy,2019,9,,24313888,,10000000.0,PG-13,1627,Roadside Attractions
Ralph Breaks the Internet,2019,11,,201091711,,175000000.0,PG,4017,Walt Disney Studios Motion Pictures
Fighting with My Family,2019,2,,22958886,,11000000.0,PG-13,2855,Metro-Goldwyn-Mayer (MGM)
On the Basis of Sex,2019,12,,24622687,,20000000.0,PG-13,1957,Focus Features
A Dog's Journey,2019,5,,22782371,,16000000.0,PG,3279,Universal Pictures
Booksmart,2019,5,,22680962,,6000000.0,R,2518,United Artists Releasing
Parasite,2019,10,,53369749,,11400000.0,R,2001,Neon
Stuber,2019,7,,22370452,,16000000.0,R,3050,Twentieth Century Fox
47 Meters Down: Uncaged,2019,8,,22260900,,12000000.0,PG-13,2883,Entertainment Studios Motion Pictures
